#GENE	CTX-M-CRE3
Ank3	8919
Ankar	0
Ankdd1a	21
Ankdd1b	1
Ankef1	22
Ankfn1	101
Ankfy1	1178
Ankhd1	830
Ankib1	1846
Ankk1	0
Ankle1	0
Ankle2	956
Ankmy1	7
Ankmy2	1215
Ankra2	980
Ankrd1	1
Ankrd10	734
Ankrd11	4410
Ankrd12	1168
Ankrd13a	1004
Ankrd13b	3049
Ankrd13c	3959
Ankrd13d	1028
Ankrd16	518
Ankrd17	2523
Ankrd2	1
Ankrd22	0
Ankrd23	4
Ankrd24	530
Ankrd26	365
Ankrd27	946
Ankrd28	2522
Ankrd29	846
Ankrd31	5
Ankrd33	0
Ankrd33b	1754
Ankrd34a	1341
Ankrd34b	697
Ankrd34c	626
Ankrd35	231
Ankrd36	0
Ankrd37	112
Ankrd39	311
Ankrd40	5027
Ankrd42	248
Ankrd44	283
Ankrd45	1484
Ankrd46	5800
Ankrd49	621
Ankrd50	1636
Ankrd52	1945
Ankrd53	0
Ankrd54	300
Ankrd55	46
Ankrd6	546
Ankrd60	0
Ankrd61	1
Ankrd63	399
Ankrd65	1
Ankrd66	3
Ankrd7	2
Ankrd9	221
Anks1	848
Anks1b	10860
Anks3	507
Anks4b	9
Anks6	185
Ankub1	30
Ankzf1	351
Anln	541
Ano1	37
Ano10	482
Ano2	35
Ano3	2871
Ano4	527
Ano5	31
Ano6	259
Ano7	2
Ano8	1162
Ano9	0
Anp32-ps	1
Anp32a	5172
Anp32b	1178
Anp32b-ps1	9
Anp32e	4275
Anpep	44
Antxr1	452
Antxr2	61
Antxrl	0
Anxa1	44
Anxa10	0
Anxa11	140
Anxa11os	0
Anxa13	0
Anxa2	257
Anxa3	479
Anxa4	101
Anxa5	1074
Anxa6	2378
Anxa7	1786
Anxa8	8
Anxa9	16
Aoah	4
Aoc1	0
Aoc2	33
Aoc3	9
Aopep	781
Aox1	102
Aox2	0
Aox3	17
Aox4	48
Ap1ar	2645
Ap1b1	4538
Ap1g1	2920
Ap1g2	64
Ap1m1	1675
Ap1m2	14
Ap1s1	5448
Ap1s2	1045
Ap1s3	41
Ap2a1	5999
Ap2a2	5424
Ap2b1	8456
Ap2m1	8990
Ap2m1-ps	825
Ap2s1	4583
Ap3b1	904
Ap3b2	2900
Ap3d1	3411
Ap3m1	1442
Ap3m1-ps	9
Ap3m2	4002
Ap3s1	1452
Ap3s1-ps1	21
Ap3s1-ps2	5
Ap3s2	3366
Ap4b1	81
Ap4e1	176
Ap4m1	358
Ap4s1	1359
Ap5b1	70
Ap5m1	854
Ap5s1	356
Ap5z1	419
Apaf1	326
Apba1	7938
Apba2	5267
Apba3	347
Apbb1	13540
Apbb1ip	196
Apbb2	1003
Apbb3	826
Apc	73831
Apc-ps1	6
Apc2	3740
Apcdd1	1720
Apcs	0
Apeh	296
Apela	0
Apex1	811
Apex2	83
Aph1a	546
Aph1b	973
Aph1c	158
Api5	2357
Api5-ps	0
Apip	451
Aplf	133
Apln	1616
Aplnr	83
Aplp1	25072
Aplp2	10405
Apmap	1574
Apoa1	12
Apoa2	33
Apoa4	0
Apoa5	0
Apob	1
Apobec1	76
Apobec2	4
Apobec3	76
Apobec4	1
Apobr	30
Apoc1	24
Apoc2	0
Apoc3	19
Apoc4	0
Apod	1891
Apoe	59148
Apof	2
Apoh	6
Apol10a	0
Apol10b	1
Apol10c-ps	0
Apol11a	0
Apol11b	3
Apol6	1
Apol7a	14
Apol7b	8
Apol7c	0
Apol7d	4
Apol7e	2
Apol8	65
Apol9a	1
Apol9b	3
Apold1	283
Apom	3
Apon	0
Apoo	557
Apoo-ps	77
Apool	142
Apopt1	943
App	31405
Appbp2	3533
Appbp2os	1
Appl1	2889
Appl2	1512
Aprt	837
Aprt-ps	8
Aptx	925
Aqp1	23
Aqp10-ps	0
Aqp11	519
Aqp12	0
Aqp2	1
Aqp3	3
Aqp4	6038
Aqp5	5
Aqp6	15
Aqp7	0
Aqp8	0
Aqp9	63
Aqr	758
Ar	457
Araf	5437
Arap1	327
Arap2	2989
Arap3	299
Arc	11352
Arcn1	3358
Areg	7
Arel1	3758
Arf1	10850
Arf2	1904
Arf3	40186
Arf4	3561
Arf4os	3
Arf5	4533
Arf6	747
Arfgap1	2272
Arfgap2	1678
Arfgap3	557
Arfgef1	3425
Arfgef2	1129
Arfgef3	3571
Arfip1	124
Arfip2	2915
Arfrp1	826
Arg1	5
Arg2	91
Arglu1	2191
Arhgap1	1760
Arhgap10	507
Arhgap11a	112
Arhgap12	1129
Arhgap15	891
Arhgap15os	0
Arhgap17	257
Arhgap18	277
Arhgap19	122
Arhgap20	3021
Arhgap20os	0
Arhgap21	3497
Arhgap22	127
Arhgap23	3015
Arhgap24	209
Arhgap25	248
Arhgap26	2784
Arhgap27	316
Arhgap27os1	13
Arhgap27os2	4
Arhgap27os3	0
Arhgap28	10
Arhgap29	849
Arhgap30	148
Arhgap31	636
Arhgap32	9132
Arhgap33	7935
Arhgap33os	0
Arhgap35	6671
Arhgap36	31
Arhgap39	1376
Arhgap4	65
Arhgap40	4
Arhgap42	438
Arhgap44	4733
Arhgap45	170
Arhgap5	6837
Arhgap6	83
Arhgap8	1
Arhgap9	33
Arhgdia	9239
Arhgdib	407
Arhgdig	2380
Arhgef1	575
Arhgef10	827
Arhgef10l	1379
Arhgef11	2213
Arhgef12	7288
Arhgef15	542
Arhgef16	1
Arhgef17	4803
Arhgef18	1045
Arhgef19	474
Arhgef2	3421
Arhgef25	2756
Arhgef26	1004
Arhgef28	601
Arhgef3	2013
Arhgef33	32
Arhgef37	115
Arhgef38	0
Arhgef39	6
Arhgef4	6105
Arhgef40	489
Arhgef5	135
Arhgef6	234
Arhgef7	4787
Arhgef9	11432
Arid1a	1929
Arid1b	1886
Arid2	1030
Arid3a	104
Arid3b	144
Arid3c	1
Arid4a	734
Arid4b	1266
Arid5a	323
Arid5b	502
Arih1	3092
Arih2	1185
Arl1	5059
Arl10	159
Arl11	30
Arl13a	0
Arl13b	300
Arl14	0
Arl14ep	1029
Arl14epl	1
Arl15	1391
Arl16	706
Arl2	1585
Arl2bp	4945
Arl3	3022
Arl4a	1792
Arl4aos	0
Arl4c	1482
Arl4d	720
Arl5a	3654
Arl5b	1070
Arl5c	96
Arl6	1102
Arl6ip1	8706
Arl6ip4	954
Arl6ip5	5063
Arl6ip6	238
Arl8a	4976
Arl8b	7742
Arl9	0
Armc1	4138
Armc10	602
Armc12	3
Armc2	233
Armc3	7
Armc4	8
Armc5	297
Armc6	954
Armc7	194
Armc8	2418
Armc9	680
Armcx1	1952
Armcx2	2908
Armcx3	1133
Armcx4	1734
Armcx5	695
Armcx6	68
Armh1	9
Armh2	1
Armh3	681
Armh4	1091
Armt1	640
Arnt	668
Arnt2	10123
Arntl	660
Arntl2	120
Arpc1a	5462
Arpc1b	1160
Arpc2	4411
Arpc3	5380
Arpc4	6120
Arpc5	3888
Arpc5l	3075
Arpin	408
Arpp19	17238
Arpp21	16193
Arr3	16
Arrb1	12121
Arrb2	779
Arrdc1	154
Arrdc2	195
Arrdc3	1337
Arrdc4	285
Arrdc5	0
Arsa	606
Arsb	3111
Arsg	400
Arsi	13
Arsj	39
Arsk	251
Art1	0
Art2a	0
Art2b	0
Art3	101
Art4	7
Art5	2
Artn	15
Arv1	118
Arvcf	691
Arx	409
Arxes1	660
Arxes2	1250
As3mt	311
Asah1	1647
Asah2	369
Asap1	3784
Asap2	1163
Asap3	139
Asb1	2219
Asb10	3
Asb11	171
Asb12	6
Asb13	1849
Asb14	6
Asb15	0
Asb16	45
Asb17	0
Asb17os	0
Asb18	89
Asb2	66
Asb3	405
Asb4	30
Asb5	22
Asb6	577
Asb7	543
Asb8	1062
Asb9	0
Ascc1	444
Ascc2	402
Ascc3	510
Ascl1	106
Ascl2	2
Ascl3	3
Ascl4	3
Ascl5	7
Asf1a	358
Asf1b	21
Asgr1	19
Asgr2	2
Ash1l	2646
Ash2l	990
Asic1	1593
Asic2	2206
Asic3	3
Asic4	355
Asic5	0
Asl	283
Asmt	0
Asna1	2929
Asns	2342
Asnsd1	120
Aspa	511
Aspdh	25
Aspg	28
Asph	3141
Asphd1	554
Asphd2	2095
Aspm	22
Aspn	49
Asprv1	14
Aspscr1	700
Asrgl1	11995
Ass-ps1	0
Ass1	174
Aste1	161
Astl	0
Astn1	4940
Astn2	1238
Astx1a	0
Astx1b	0
Astx1c	0
Astx2	0
Astx3	0
Astx4a	0
Astx4b	0
Astx4c	0
Astx4d	0
Astx5	0
Astx6	0
Asxl1	824
Asxl2	544
Asxl3	199
Asz1	0
Atad1	3940
Atad2	233
Atad2b	433
Atad3a	688
Atad3aos	20
Atad5	87
Atat1	947
Atcay	5341
Atcayos	4
Ate1	1822
Atf1	237
Atf1-ps	1
Atf2	3657
Atf3	34
Atf4	2727
Atf5	583
Atf6	1990
Atf6b	1583
Atf7	610
Atf7ip	1780
Atf7ip2	1
Atg10	408
Atg101	716
Atg12	3643
Atg13	2289
Atg14	479
Atg16l1	1436
Atg16l2	326
Atg2a	904
Atg2b	911
Atg3	1418
Atg4a	215
Atg4a-ps	4
Atg4b	1895
Atg4c	1242
Atg4d	707
Atg5	962
Atg7	541
Atg9a	1982
Atg9b	53
Atic	582
Atl1	3486
Atl2	2425
Atl3	1253
Atm	300
Atmin	1815
Atn1	444
Atoh1	0
Atoh7	59
Atoh8	32
Atox1	1756
Atp10a	277
Atp10b	131
Atp10d	79
Atp11a	836
Atp11b	2123
Atp11c	190
Atp12a	0
Atp13a1	825
Atp13a2	4762
Atp13a3	1716
Atp13a4	386
Atp13a5	322
Atp1a1	24295
Atp1a2	40861
Atp1a3	37557
Atp1a4	1
Atp1b1	48054
Atp1b2	13338
Atp1b3	2235
Atp1b4	0
Atp23	179
Atp2a1	11
Atp2a2	21328
Atp2a3	191
Atp2b1	11397
Atp2b2	19209
Atp2b3	1750
Atp2b4	2867
Atp2c1	4365
Atp2c2	38
Atp4a	21
Atp4b	0
Atp5a1	26776
Atp5b	39295
Atp5c1	10066
Atp5c1-ps	4
Atp5d	6504
Atp5e	6805
Atp5g1	4954
Atp5g2	785
Atp5g3	11343
Atp5h	6561
Atp5j	7418
Atp5j2	7964
Atp5k	8084
Atp5k-ps2	13
Atp5l	747
Atp5l-ps1	2
Atp5l-ps2	1
Atp5l2-ps	27
Atp5md	9538
Atp5mpl	5398
Atp5o	8934
Atp5pb	10966
Atp5pb-ps	20
Atp6ap1	9566
Atp6ap1l	672
Atp6ap2	9744
Atp6v0a1	9261
Atp6v0a2	2336
Atp6v0a4	7
Atp6v0b	8713
Atp6v0c	9525
Atp6v0c-ps1	2
Atp6v0c-ps2	39
Atp6v0d1	7739
Atp6v0d2	0
Atp6v0e	728
Atp6v0e2	14570
Atp6v1a	15857
Atp6v1b1	0
Atp6v1b2	20140
Atp6v1c1	8051
Atp6v1c2	35
Atp6v1d	6620
Atp6v1e1	15436
Atp6v1e2	3
Atp6v1f	3548
Atp6v1fnb	0
Atp6v1g1	2645
Atp6v1g2	12125
Atp6v1g3	0
Atp6v1h	6401
Atp7a	141
Atp7b	64
Atp8a1	3893
Atp8a2	1394
Atp8b1	128
Atp8b2	1351
Atp8b3	4
Atp8b4	3
Atp8b5	1
Atp9a	7886
Atp9b	1121
Atpaf1	746
Atpaf2	538
Atpif1	8329
Atpsckmt	253
Atr	297
Atraid	1667
Atrip	645
Atrn	4395
Atrnl1	3910
Atrx	3256
Atxn1	3003
Atxn10	7068
Atxn1l	1333
Atxn2	1510
Atxn2l	1762
Atxn3	855
Atxn7	504
Atxn7l1	617
Atxn7l1os1	0
Atxn7l1os2	0
Atxn7l2	270
Atxn7l3	8836
Atxn7l3b	11608
Auh	1413
Aunip	5
Aup1	936
Aurka	36
Aurkaip1	1678
Aurkb	16
Aurkc	0
Auts2	983
Aven	223
Avil	9
Avl9	2184
Avp	6
Avpi1	879
Avpr1a	14
Avpr1b	0
Avpr2	0
Awat1	0
Awat2	8
Axdnd1	8
Axin1	578
Axin2	548
Axl	1851
Aym1	0
Azgp1	0
Azi2	2508
Azin1	11000
Azin2	1118
B020004C17Rik	0
B020004J07Rik	0
B020010K11Rik	1
B020011L13Rik	0
B020014A21Rik	0
B020017C02Rik	0
B020018J22Rik	1
B020031H02Rik	1
B020031M17Rik	0
B130011K05Rik	0
B130021K23Rik	7
B130024G19Rik	16
B130034C11Rik	37
B130046B21Rik	107
B130055M24Rik	117
B230104I21Rik	13
B230110C06Rik	38
B230110G15Rik	2
B230112G18Rik	1
B230112I24Rik	0
B230112J18Rik	7
B230118H07Rik	803
B230119M05Rik	1
B230206H07Rik	21
B230206I08Rik	1
B230206L02Rik	65
B230207O21Rik	0
B230208B08Rik	37
B230208H11Rik	7
B230209E15Rik	1005
B230214G05Rik	0
B230216N24Rik	186
B230217C12Rik	1967
B230217J21Rik	0
B230217O12Rik	293
B230219D22Rik	5369
B230220B15Rik	2
B230303A05Rik	199
B230303O12Rik	6
B230307C23Rik	251
B230311B06Rik	61
B230312C02Rik	83
B230317F23Rik	7
B230319C09Rik	14
B230322F03Rik	26
B230323A14Rik	0
B230334C09Rik	3167
B230354K17Rik	557
B230362B09Rik	0
B230364G03Rik	0
B230369F24Rik	90
B230377A18Rik	8
B230398E01Rik	6
B2m	2896
B330016D10Rik	50
B3galnt1	2321
B3galnt2	297
B3galt1	1462
B3galt2	2928
B3galt4	129
B3galt5	585
B3galt6	410
B3gat1	6463
B3gat2	753
B3gat3	3631
B3glct	528
B3gnt2	43
B3gnt3	7
B3gnt4	11
B3gnt5	49
B3gnt6	3
B3gnt7	9
B3gnt8	4
B3gnt9	114
B3gntl1	121
B430010I23Rik	0
B430119L08Rik	0
B430203G13Rik	3
B430212C06Rik	2
B430218F22Rik	3
B430219N15Rik	0
B430305J03Rik	80
B430306N03Rik	0
B430319F04Rik	5
B430319H21Rik	1
B4galnt1	2375
B4galnt2	0
B4galnt3	16
B4galnt4	1312
B4galt1	167
B4galt2	4573
B4galt3	733
B4galt4	456
B4galt5	1573
B4galt6	5099
B4galt7	645
B4gat1	24
B530045E10Rik	3
B630019A10Rik	9
B630019K06Rik	712
B830012L14Rik	2
B830017H08Rik	106
B830042I05Rik	7
B930018H19Rik	0
B930025P03Rik	49
B930036N10Rik	0
B930059L03Rik	22
B930086L07Rik	0
B930092H01Rik	0
B930094E09Rik	9
B930095G15Rik	1515
B9d1	362
B9d1os	9
B9d2	547
BB014433	0
BB019430	0
BB031773	21
BB123696	0
BB187690	4
BB218582	61
BB287469	0
BB365896	4
BB557941	17
BC001981	0
BC002059	257
BC002189	0
BC003965	898
BC004004	1495
BC005537	7721
BC005624	1766
BC006965	149
BC016548	2
BC016579	5
BC017158	337
BC018473	4
BC021767	1
BC022960	45
BC023105	0
BC023719	0
BC024063	101
BC024139	118
BC024386	0
BC024978	512
BC025920	123
BC026513	3
BC026762	0
BC028471	0
BC028528	189
BC028777	14
BC029722	2208
BC030343	89
BC030500	238
BC031181	3240
BC034090	393
BC035044	40
BC035947	1
BC037032	56
BC037039	28
BC037156	0
BC037704	18
BC039966	2
BC042761	0
BC043934	22
BC046251	22
BC046401	0
BC048403	283
BC048507	0
BC048559	3
BC048562	0
BC048602	0
BC048644	1
BC048671	0
BC048679	0
BC049352	24
BC049715	38
BC049739	0
BC049762	5
BC049987	0
BC050972	1
BC051019	3
BC051076	0
BC051077	0
BC051142	11
BC051226	146
BC051408	5
BC051537	1
BC051665	0
BC052040	127
BC053393	2
BC055308	3
BC055324	20
BC055402	6
BC060293	6
BC061195	0
BC061212	0
BC061237	0
BC064078	124
BC065397	29
BC065403	0
BC067074	35
BC080695	0
BC080696	0
BC085271	3
BC106175	0
BC106179	16
BC107364	2
BC147527	8
BE692007	0
BX001028.1	0
BX001068.1	0
BX284648.1	0
BX322656.1	6
BX666061.1	0
BX681418.1	0
BX842667.1	0
Baalc	10321
Baat	4
Babam1	1785
Babam2	720
Bace1	2870
Bace2	258
Bach1	416
Bach2	163
Bach2it1	0
Bach2os	3
Bad	946
Bag1	3738
Bag2	374
Bag3	143
Bag4	2171
Bag5	1149
Bag6	3940
Bahcc1	462
Bahd1	811
Baiap2	5017
Baiap2l1	8
Baiap2l2	29
Baiap3	98
Bak1	632
Bambi	76
Bambi-ps1	34
Banf1	1316
Banf2	0
Banf2os	1
Bank1	69
Banp	774
Bap1	5355
Bard1	14
Barhl1	0
Barhl2	0
Barx1	2
Barx2	470
Basp1	16633
Batf	1
Batf2	5
Batf3	15
Bax	843
Baz1a	72
Baz1b	1982
Baz2a	896
Baz2b	546
Bbc3	129
Bbip1	2277
Bbof1	117
Bbox1	23
Bbs1	1235
Bbs10	137
Bbs12	89
Bbs2	385
Bbs4	1644
Bbs5	389
Bbs7	453
Bbs9	382
Bbx	519
Bc1	383793
Bc1-ps1	1
Bcam	209
Bcan	7202
Bcap29	1604
Bcap31	1864
Bcar1	940
Bcar3	516
Bcas1	6871
Bcas1os1	5
Bcas1os2	9
Bcas2	1507
Bcas3	1127
Bcas3os1	0
Bcas3os2	0
Bcat1	1797
Bcat2	285
Bccip	1433
Bcdin3d	140
Bche	103
Bckdha	1110
Bckdhb	607
Bckdk	1145
Bcl10	520
Bcl11a	2062
Bcl11b	1552
Bcl2	642
Bcl2a1a	5
Bcl2a1b	33
Bcl2a1c	0
Bcl2a1d	4
Bcl2l1	2845
Bcl2l10	1
Bcl2l11	238
Bcl2l12	37
Bcl2l13	1835
Bcl2l14	1
Bcl2l15	1
Bcl2l2	5449
Bcl3	2
Bcl6	725
Bcl6b	125
Bcl7a	2658
Bcl7b	958
Bcl7c	420
Bcl9	991
Bcl9l	1430
Bclaf1	2703
Bclaf3	179
Bco1	0
Bco2	179
Bcor	778
Bcorl1	457
Bcr	2410
Bcs1l	605
Bdh1	3259
Bdh2	26
Bdkrb1	2
Bdkrb2	5
Bdnf	719
Bdp1	904
Bean1	365
Becn1	3942
Begain	3320
Bend3	136
Bend4	179
Bend5	263
Bend6	6680
Bend7	56
Best1	21
Best2	1
Best3	3
Best4-ps	0
Bet1	770
Bet1l	781
Bex1	737
Bex2	5826
Bex3	4641
Bex4	231
Bex6	0
Bfar	1277
Bfsp1	28
Bfsp2	275
Bglap	2
Bglap2	13
Bglap3	0
Bgn	206
Bhlha15	5
Bhlha9	39
Bhlhb9	1735
Bhlhe22	1578
Bhlhe23	3
Bhlhe40	1964
Bhlhe41	608
Bhmt	0
Bhmt-ps1	0
Bhmt2	0
Bicc1	107
Bicd1	1590
Bicd2	1745
Bicdl1	1521
Bicdl2	0
Bicra	331
Bicral	905
Bid	209
Bik	1
Bin1	4863
Bin2	257
Bin3	299
Birc2	1571
Birc3	48
Birc5	18
Birc6	1799
Birc7	0
Bivm	1039
Blcap	1763
Blk	1
Blm	161
Blmh	2198
Blnk	203
Bloc1s1	950
Bloc1s2	685
Bloc1s2-ps	9
Bloc1s3	348
Bloc1s4	261
Bloc1s5	529
Bloc1s6	1184
Bloc1s6os	1
Bloodlinc	0
Blvra	699
Blvrb	207
Blzf1	962
Bmerb1	7218
Bmf	212
Bmi1	1093
Bmp1	1135
Bmp10	0
Bmp15	8
Bmp2	152
Bmp2k	532
Bmp3	465
Bmp4	165
Bmp5	34
Bmp6	82
Bmp7	193
Bmp8a	12
Bmp8b	7
Bmper	211
Bmpr1a	2429
Bmpr1b	921
Bmpr2	4263
Bms1	635
Bmt2	1488
Bmx	45
Bmyc	881
Bnc1	0
Bnc2	3
Bnip1	591
Bnip2	986
Bnip3	4234
Bnip3l	4455
Bnip3l-ps	52
Bnip5	384
Bnipl	3
Boc	677
Bod1	2231
Bod1-ps	0
Bod1l	1197
Bok	799
Bola1	260
Bola2	1130
Bola3	718
Boll	0
Bop1	1171
Bora	36
Borcs5	618
Borcs6	565
Borcs7	875
Borcs8	659
Bpgm	2656
Bphl	656
Bpi	0
Bpifa1	7
Bpifa2	0
Bpifa3	0
Bpifa5	0
Bpifa6	1
Bpifb1	6
Bpifb2	0
Bpifb3	3
Bpifb4	1
Bpifb5	0
Bpifb6	0
Bpifb9a	0
Bpifb9b	0
Bpifc	2
Bpnt1	2242
Bptf	1479
Braf	2674
Brap	1986
Brat1	468
Brca1	168
Brca2	97
Brcc3	1510
Brd1	1034
Brd2	9148
Brd3	1233
Brd3os	870
Brd4	1635
Brd7	1390
Brd8	1050
Brd8dc	14
Brd9	1290
Brdt	586
Brf1	995
Brf2	402
Bri3	678
Bri3bp	3082
Bricd5	2
Brinp1	9807
Brinp2	3440
Brinp3	1745
Brip1	4
Brip1os	500
Brix1	773
Brk1	7461
Brms1	7
Brms1l	1469
Brox	1541
Brpf1	601
Brpf3	904
Brs3	0
Brsk1	14289
Brsk2	4997
Brwd1	2573
Brwd3	432
Bscl2	1370
Bsdc1	1416
Bsg	14700
Bsn	9494
Bsnd	0
Bsph1	0
Bsph2	0
Bsph2-ps	0
Bspry	11
Bst1	12
Bst2	111
Bsx	5
Btaf1	810
Btbd1	3756
Btbd10	2793
Btbd11	683
Btbd16	96
Btbd17	829
Btbd18	0
Btbd19	110
Btbd2	1980
Btbd3	8102
Btbd35f1	0
Btbd35f10	0
Btbd35f11	0
Btbd35f12	0
Btbd35f13	0
Btbd35f14	0
Btbd35f15	0
Btbd35f16	0
Btbd35f17	0
Btbd35f18	0
Btbd35f19	0
Btbd35f2	0
Btbd35f20	0
Btbd35f21	0
Btbd35f22	0
Btbd35f23	0
Btbd35f24	0
Btbd35f25	0
Btbd35f26	0
Btbd35f27	0
Btbd35f28	0
Btbd35f29	0
Btbd35f3	0
Btbd35f30	0
Btbd35f4	0
Btbd35f5	0
Btbd35f6	0
Btbd35f7	0
Btbd35f8	0
Btbd35f9	0
Btbd6	1214
Btbd7	644
Btbd8	3343
Btbd9	1440
Btc	6
Btd	209
Btf3	2623
Btf3l4	1236
Btg1	834
Btg1b	0
Btg1c	0
Btg2	643
Btg3	27
Btg4	0
Btk	57
Btla	14
Btn1a1	0
Btn2a2	59
Btnl1	0
Btnl10	0
Btnl2	1
Btnl4	0
Btnl5-ps	0
Btnl6	0
Btnl7-ps	2
Btnl9	0
Btrc	1704
Bub1	13
Bub1b	36
Bub3	1490
Bud13	169
Bud23	531
Bud31	2225
Bves	20
Bvht	37
Bysl	701
Bzw1	11753
Bzw2	967
C030004G16Rik	23
C030005K06Rik	54
C030005K15Rik	0
C030006K11Rik	405
C030006N10Rik	11
C030007H22Rik	1
C030010L15Rik	7
C030013C21Rik	0
C030013G03Rik	181
C030014I23Rik	129
C030015A19Rik	62
C030015E24Rik	0
C030017B01Rik	1100
C030017D09Rik	12
C030017G13Rik	0
C030018K13Rik	31
C030029H02Rik	12
C030032O16Rik	0
C030034I22Rik	45
C030034L19Rik	0
C030037D09Rik	152
C030037F17Rik	0
C030038I04Rik	0
C030047K22Rik	5
C130012C08Rik	1
C130013H08Rik	87
C130021I20Rik	2
C130023A14Rik	40
C130026I21Rik	0
C130026L21Rik	149
C130032M10Rik	0
C130036L24Rik	41
C130040N14Rik	7
C130046K22Rik	24
C130050O18Rik	3
C130051F05Rik	3
C130060C02Rik	12
C130071C03Rik	1920
C130073E24Rik	0
C130073F10Rik	0
C130074G19Rik	1449
C130075A20Rik	0
C130080G10Rik	1
C130083A15Rik	2
C130083M11Rik	2
C130089K02Rik	0
C130093G08Rik	0
C1d	2756
C1galt1	1168
C1galt1c1	562
C1qa	1226
C1qb	1443
C1qbp	1258
C1qc	1346
C1ql1	193
C1ql2	5
C1ql3	1603
C1ql4	2
C1qtnf1	151
C1qtnf12	198
C1qtnf2	26
C1qtnf3	2
C1qtnf4	2726
C1qtnf5	0
C1qtnf6	191
C1qtnf7	41
C1qtnf9	11
C1ra	38
C1rb	0
C1rl	13
C1s1	25
C1s2	1
C2	27
C230012O17Rik	29
C230013L11Rik	23
C230014O12Rik	17
C230024C17Rik	0
C230029F24Rik	0
C230031I18Rik	0
C230034O21Rik	137
C230035I16Rik	30
C230037L18Rik	73
C230038L03Rik	13
C230053D17Rik	0
C230057A21Rik	0
C230057M02Rik	833
C230062I16Rik	61
C230066G23Rik	0
C230071H17Rik	0
C230072F16Rik	1
C230079O03Rik	0
C230085N15Rik	0
C230086J09Rik	4
C230096K16Rik	8
C230099D08Rik	0
C2cd2	378
C2cd2l	3214
C2cd3	510
C2cd4a	4
C2cd4b	24
C2cd4c	380
C2cd4d	7
C2cd5	1004
C2cd6	0
C3	4
C330002G04Rik	3
C330004P14Rik	0
C330007P06Rik	1334
C330008A17Rik	6
C330011F03Rik	0
C330011M18Rik	67
C330013E15Rik	30
C330018A13Rik	9
C330018D20Rik	677
C330019F10Rik	0
C330022B21Rik	0
C330022C24Rik	0
C330024C12Rik	0
C330024D21Rik	0
C3ar1	45
C430002N11Rik	0
C430014B12Rik	4
C430019N01Rik	0
C430039J01Rik	0
C430039J16Rik	0
C430042M11Rik	8
C430049B03Rik	24
C4a	7
C4b	87
C4bp	7
C4bp-ps1	0
C530005A16Rik	136
C530008M17Rik	1046
C530025M09Rik	46
C530043A13Rik	1
C530043K16Rik	1
C530044C16Rik	5
C5ar1	19
C5ar2	33
C6	0
C630004L07Rik	3
C630004M23Rik	4
C630028M04Rik	0
C630031E19Rik	4
C630043F03Rik	132
C630044B11Rik	1
C630050I24Rik	0
C7	21
C730002L08Rik	279
C730027H18Rik	0
C730034F03Rik	9
C730036E19Rik	0
C730045M19Rik	0
C77080	1065
C78197	5
C78283	0
C78334	0
C78859	345
C79130	25
C79798	0
C820005J03Rik	1
C86187	0
C87114	0
C87198	0
C87414	0
C87436	337
C87487	0
C87499	0
C87977	0
C8a	3
C8b	1
C8g	40
C9	0
C920006O11Rik	81
C920009B18Rik	5
C920021L13Rik	22
C9orf72	953
CAAA01066123.1	0
CAAA01077340.1	2
CJ186046Rik	2
CK137956	77
CN725425	13
CR974473.1	0
CT010467.1	50779
CT010467.2	0
CT010569.1	0
CT025680.1	0
CT025683.1	0
CT030159.1	0
CT030740.1	24
CT485612.1	0
CT573014.1	0
CT868690.1	3
Caap1	228
Cab39	5571
Cab39l	909
Cabcoco1	28
Cabin1	1324
Cables1	537
Cables2	790
Cabp1	3154
Cabp2	0
Cabp4	0
Cabp5	2
Cabp7	354
Cabs1	0
Cabyr	10
Cacfd1	1277
Cachd1	245
Cacna1a	3867
Cacna1b	2113
Cacna1c	1133
Cacna1d	854
Cacna1e	2827
Cacna1f	1
Cacna1g	1784
Cacna1h	529
Cacna1i	3685
Cacna1s	24
Cacna2d1	6133
Cacna2d2	1160
Cacna2d3	2732
Cacna2d4	118
Cacnb1	2974
Cacnb2	869
Cacnb3	8767
Cacnb4	10625
Cacng1	0
Cacng2	3502
Cacng3	2599
Cacng4	1199
Cacng5	186
Cacng6	25
Cacng7	5478
Cacng8	1012
Cactin	478
Cacul1	1903
Cacybp	3128
Cad	282
Cadm1	3677
Cadm2	9163
Cadm3	11648
Cadm4	10605
Cadps	7630
Cadps2	4662
Cage1	61
Calb1	4396
Calb2	276
Calca	23
Calcb	0
Calcoco1	1256
Calcoco2	0
Calcr	0
Calcrl	366
Cald1	650
Calhm1	0
Calhm2	82
Calhm3	0
Calhm4	0
Calhm5	199
Calhm6	4
Calm1	148866
Calm2	70771
Calm3	56590
Calm4	0
Calm5	0
Calml3	0
Calml4	2
Caln1	8962
Calr	11717
Calr-ps	0
Calr3	36
Calr4	58
Calu	3318
Caly	2834
Camk1	2400
Camk1d	3753
Camk1g	758
Camk2a	145113
Camk2b	19056
Camk2d	1903
Camk2g	8187
Camk2n1	147170
Camk2n2	3002
Camk4	3253
Camkk1	1627
Camkk2	14088
Camkmt	144
Camkv	11255
Caml	759
Camp	1
Camsap1	2320
Camsap2	4704
Camsap3	560
Camta1	6634
Camta2	10786
Cand1	2751
Cand2	69
