#GENE	CTX-M-XDP3
Chst12	461
Chst13	0
Chst14	30
Chst15	842
Chst2	6534
Chst3	160
Chst4	0
Chst5	18
Chst7	79
Chst8	354
Chst9	6
Chsy1	513
Chsy3	370
Chtf18	29
Chtf8	88
Chtop	5137
Chuk	325
Churc1	267
Ciao1	1517
Ciao2a	515
Ciao2b	452
Ciao3	549
Ciapin1	1848
Ciart	331
Cib1	354
Cib2	409
Cib3	0
Cib4	0
Cic	6151
Cidea	43
Cideb	16
Cidec	0
Ciita	2
Cilk1	807
Cilp	0
Cilp2	55
Cinp	1636
Cip2a	68
Cipc	2493
Cir1	328
Cirbp	1901
Cisd1	2466
Cisd2	1466
Cisd3	348
Cish	201
Cit	4733
Cited1	42
Cited2	1180
Cited4	310
Ciz1	858
Ckap2	36
Ckap2l	39
Ckap4	1081
Ckap5	5319
Ckb	33665
Ckb-ps1	6
Ckb-ps2	1
Cklf	54
Ckm	2
Ckmt1	7361
Ckmt2	1
Cks1b	23
Cks1brt	0
Cks2	22
Clasp1	3192
Clasp2	11588
Clasrp	172
Clba1	391
Clca1	0
Clca2	4
Clca3a1	16
Clca3a2	0
Clca3b	0
Clca4a	0
Clca4b	0
Clca4c-ps	3
Clcc1	496
Clcf1	10
Clcn1	5
Clcn2	935
Clcn3	6334
Clcn4	8167
Clcn5	418
Clcn6	2309
Clcn7	1320
Clcnka	0
Clcnkb	1
Cldn1	91
Cldn10	970
Cldn11	2230
Cldn12	1961
Cldn13	0
Cldn14	5
Cldn15	0
Cldn16	0
Cldn17	0
Cldn18	0
Cldn19	3
Cldn2	16
Cldn20	1
Cldn22	16
Cldn23	3
Cldn24	0
Cldn25-ps	0
Cldn3	3
Cldn34-ps	0
Cldn34a	0
Cldn34b1	0
Cldn34b2	0
Cldn34b3	0
Cldn34b4	0
Cldn34c1	18
Cldn34c2	0
Cldn34c3	0
Cldn34c4	0
Cldn34d	0
Cldn4	1
Cldn5	1227
Cldn6	0
Cldn7	0
Cldn8	0
Cldn9	1
Cldnd1	1960
Cldnd2	0
Clec10a	18
Clec11a	152
Clec12a	1
Clec12b	1
Clec14a	115
Clec16a	2304
Clec18a	13
Clec1a	20
Clec1b	0
Clec2d	39
Clec2e	0
Clec2f	0
Clec2g	0
Clec2h	0
Clec2i	3
Clec2j	0
Clec2l	2458
Clec2m	0
Clec3a	0
Clec3b	89
Clec4a1	8
Clec4a2	30
Clec4a3	25
Clec4a4	0
Clec4b1	2
Clec4b2	0
Clec4d	0
Clec4e	0
Clec4f	1
Clec4g	0
Clec4n	5
Clec5a	53
Clec7a	18
Clec9a	0
Clgn	289
Clhc1	0
Clic1	349
Clic3	8
Clic4	2841
Clic5	274
Clic6	201
Clint1	1304
Clip1	2885
Clip2	4393
Clip3	17127
Clip4	929
Clk1	366
Clk2	352
Clk3	867
Clk4	421
Clmn	1257
Clmp	566
Cln3	156
Cln5	248
Cln6	389
Cln8	1006
Clnk	3
Clnkos	0
Clns1a	1522
Clock	2761
Clp1	182
Clpb	1180
Clpp	902
Clps	0
Clpsl2	0
Clptm1	6117
Clptm1l	2582
Clpx	756
Clrn1	19
Clrn2	3
Clrn3	0
Clspn	31
Clstn1	61267
Clstn2	2453
Clstn3	16453
Clta	4678
Cltb	4948
Cltc	21167
Cltrn	0
Clu	19241
Cluap1	497
Cluh	2066
Clvs1	1448
Clvs2	1010
Clybl	404
Cma1	0
Cma2	0
Cmah	1
Cmas	2284
Cmbl	103
Cmc1	294
Cmc2	370
Cmc4	79
Cmip	5259
Cmklr1	98
Cmpk1	3713
Cmpk2	840
Cmss1	169
Cmtm1	0
Cmtm2a	0
Cmtm2b	0
Cmtm3	295
Cmtm4	4730
Cmtm5	678
Cmtm6	979
Cmtm7	67
Cmtm8	30
Cmtr1	849
Cmtr2	139
Cmya5	229
Cnbd1	0
Cnbd2	90
Cnbp	7045
Cndp1	5
Cndp2	1284
Cnep1r1	591
Cnfn	1
Cnga1	0
Cnga2	0
Cnga3	0
Cnga4	12
Cngb1	13
Cngb3	0
Cnih1	2191
Cnih2	5869
Cnih3	2178
Cnih4	928
Cnksr1	3
Cnksr2	6449
Cnksr3	356
Cnmd	18
Cnn1	3
Cnn2	197
Cnn2-ps	0
Cnn3	2033
Cnnm1	2560
Cnnm2	752
Cnnm3	786
Cnnm4	475
Cnot1	2718
Cnot10	908
Cnot11	932
Cnot2	1272
Cnot3	714
Cnot4	955
Cnot6	1586
Cnot6l	1755
Cnot7	2464
Cnot8	1449
Cnot9	1336
Cnp	10887
Cnppd1	667
Cnpy1	259
Cnpy2	919
Cnpy3	1441
Cnpy4	315
Cnr1	5544
Cnr2	5
Cnrip1	2412
Cnst	1198
Cntd1	3
Cntf	1
Cntfr	1470
Cntln	257
Cntn1	15917
Cntn2	2170
Cntn3	998
Cntn4	1250
Cntn5	152
Cntn6	673
Cntnap1	4172
Cntnap2	3734
Cntnap3	361
Cntnap4	1002
Cntnap5a	1007
Cntnap5b	249
Cntnap5c	41
Cntrl	91
Cntrob	227
Cntrobos	0
Coa3	1703
Coa4	96
Coa5	2343
Coa6	328
Coa7	453
Coasy	774
Cobl	2945
Cobll1	159
Coch	724
Cog1	938
Cog2	459
Cog3	652
Cog4	1572
Cog5	869
Cog6	989
Cog7	1220
Cog8	714
Coil	489
Col10a1	8
Col11a1	63
Col11a2	224
Col12a1	181
Col13a1	27
Col14a1	38
Col15a1	90
Col16a1	123
Col17a1	7
Col18a1	374
Col19a1	218
Col1a1	831
Col1a2	1634
Col20a1	22
Col22a1	79
Col23a1	261
Col24a1	10
Col25a1	679
Col26a1	267
Col27a1	42
Col28a1	24
Col2a1	37
Col3a1	666
Col4a1	2279
Col4a2	1747
Col4a3	17
Col4a3bp	1922
Col4a4	18
Col4a5	200
Col4a6	42
Col5a1	194
Col5a2	143
Col5a3	26
Col6a1	386
Col6a2	377
Col6a3	64
Col6a4	20
Col6a5	13
Col6a6	4
Col7a1	23
Col8a1	135
Col8a2	124
Col9a1	19
Col9a2	216
Col9a3	407
Colca2	15
Colec10	0
Colec11	14
Colec12	277
Colgalt1	1183
Colgalt2	138
Colq	75
Commd1	356
Commd10	409
Commd1b	0
Commd2	373
Commd3	1444
Commd4	663
Commd5	37
Commd6	905
Commd7	648
Commd8	1248
Commd9	558
Comp	5
Comt	1906
Comtd1	221
Cop1	907
Copa	7222
Copb1	1599
Copb2	3049
Cope	1933
Copg1	7489
Copg2	1852
Coprs	515
Cops2	2829
Cops3	1805
Cops4	1823
Cops5	2279
Cops6	2945
Cops7a	2885
Cops7b	696
Cops8	2225
Cops9	2175
Copz1	2754
Copz2	62
Coq10a	917
Coq10b	1214
Coq2	1282
Coq3	591
Coq4	909
Coq5	930
Coq6	361
Coq7	525
Coq8a	765
Coq8b	430
Coq9	1363
Corin	28
Coro1a	3634
Coro1b	1259
Coro1c	3008
Coro2a	1389
Coro2b	5126
Coro6	211
Coro7	1368
Cort	485
Cotl1	1852
Cox10	807
Cox11	343
Cox14	1462
Cox15	861
Cox16	133
Cox17	132
Cox18	232
Cox19	835
Cox20	395
Cox20b	3
Cox4i1	17744
Cox4i2	34
Cox5a	4827
Cox5b	5175
Cox5b-ps	83
Cox6a1	10572
Cox6a2	250
Cox6b1	10730
Cox6b2	71
Cox6c	8779
Cox6c2	20
Cox7a1	35
Cox7a2	7396
Cox7a2l	2633
Cox7b	5896
Cox7b2	2
Cox7c	2168
Cox7c-ps1	6
Cox8a	15666
Cox8b	4
Cox8c	0
Cp	272
Cpa1	1
Cpa2	49
Cpa3	2
Cpa4	3
Cpa5	0
Cpa6	3
Cpb1	3
Cpb2	0
Cpd	3026
Cpe	88610
Cpeb1	444
Cpeb1os1	52
Cpeb2	1759
Cpeb3	1612
Cpeb4	3030
Cped1	59
Cphx1	0
Cphx2	0
Cphx3	0
Cplane1	544
Cplane2	23
Cplx1	19605
Cplx2	37091
Cplx3	1117
Cplx4	0
Cpm	149
Cpn1	3
Cpn2	0
Cpne1	0
Cpne2	529
Cpne3	393
Cpne4	1370
Cpne5	1583
Cpne6	2441
Cpne7	302
Cpne8	1082
Cpne9	440
Cpox	778
Cpped1	1223
Cpq	461
Cps1	49
Cpsf1	946
Cpsf2	2140
Cpsf3	1162
Cpsf4	254
Cpsf4l	7
Cpsf6	1873
Cpsf7	1410
Cpt1a	961
Cpt1b	0
Cpt1c	2181
Cpt2	162
Cptp	478
Cpvl	0
Cpxcr1	0
Cpxm1	200
Cpxm2	136
Cpz	26
Cr1l	520
Cr2	5
Crabp1	3
Crabp2	52
Cracr2a	15
Cracr2b	50
Cradd	105
Cramp1l	791
Crat	968
Crb1	24
Crb1-ps	0
Crb2	200
Crb3	7
Crbn	1475
Crcp	670
Crct1	0
Creb1	1725
Creb3	1144
Creb3l1	170
Creb3l2	279
Creb3l3	8
Creb3l4	4
Creb5	54
Crebbp	1952
Crebl2	482
Crebrf	733
Crebzf	416
Creg1	667
Creg2	3301
Creld1	2145
Creld2	361
Crem	555
Crh	156
Crhbp	508
Crhr1	1212
Crhr2	12
Crim1	1711
Crip1	36
Crip2	3587
Crip3	4
Cript	1608
Crisp1	0
Crisp2	0
Crisp3	0
Crisp4	0
Crispld1	69
Crispld2	45
Crk	4640
Crkl	1858
Crlf1	52
Crlf2	333
Crlf3	193
Crls1	684
Crmp1	8420
Crnde	4
Crnkl1	476
Crnn	0
Crocc	690
Crocc2	11
Crot	905
Crp	0
Crppa	226
Crry-ps	4
Crs-ps	0
Crtac1	1974
Crtam	60
Crtap	77
Crtc1	4756
Crtc2	320
Crtc3	373
Crx	0
Crxos	0
Cry1	531
Cry2	4742
Cryaa	3
Cryab	1213
Cryba1	0
Cryba2	0
Cryba4	22
Crybb1	288
Crybb2	0
Crybb3	29
Crybg1	21
Crybg2	19
Crybg3	136
Cryga	4
Crygb	0
Crygc	0
Crygd	0
Cryge	0
Crygf	0
Crygn	22
Crygs	3
Cryl1	575
Crym	2550
Cryz	399
Cryzl1	1334
Cryzl2	222
Cs	8256
Csad	526
Csdc2	4206
Csde1	5858
Cse1l	2181
Csf1	387
Csf1r	3471
Csf1r-ps	0
Csf2	0
Csf2ra	102
Csf2rb	30
Csf2rb2	23
Csf3	0
Csf3r	61
Csgalnact1	586
Csgalnact2	357
Csk	977
Csl	3
Csmd1	1271
Csmd2	958
Csmd2os	0
Csmd3	340
Csn1s1	0
Csn1s2a	0
Csn1s2b	0
Csn2	0
Csn3	0
Csnk1a1	8018
Csnk1d	3721
Csnk1e	2618
Csnk1g1	1017
Csnk1g2	3991
Csnk1g3	2061
Csnk2a1	3249
Csnk2a1-ps	0
Csnk2a1-ps1	0
Csnk2a2	1587
Csnk2a3	100
Csnk2b	2490
Csnka2ip	4
Cspg4	817
Cspg5	11477
Cspp1	153
Csrnp1	454
Csrnp2	1171
Csrnp3	2894
Csrp1	4821
Csrp2	174
Csrp3	0
Cst10	0
Cst11	0
Cst12	0
Cst13	0
Cst3	32544
Cst6	156
Cst7	8
Cst8	0
Cst9	0
Csta1	0
Csta2	0
Csta3	0
Cstad	20
Cstb	573
Cstdc1	0
Cstdc2	0
Cstdc3	0
Cstdc4	0
Cstdc5	0
Cstdc6	0
Cstdc7	0
Cstf1	708
Cstf2	1870
Cstf2t	3396
Cstf3	673
Cstl1	2
Ct55	3
Ctag2	0
Ctag2l1	0
Ctag2l2	0
Ctbp1	5412
Ctbp2	379
Ctbs	204
Ctc1	1107
Ctcf	1692
Ctcfl	2
Ctcflos	0
Ctdnep1	2148
Ctdp1	426
Ctdsp1	525
Ctdsp2	2051
Ctdsp2-ps	6
Ctdspl	714
Ctdspl2	816
Ctf1	22
Ctf2	0
Cth	251
Cthrc1	178
Ctif	2005
Ctla2a	143
Ctla2b	8
Ctla4	0
Ctnna1	1650
Ctnna2	6605
Ctnna3	21
Ctnnal1	161
Ctnnb1	20160
Ctnnbip1	1921
Ctnnbl1	660
Ctnnd1	524
Ctnnd2	8297
Ctns	264
Ctps	1580
Ctps2	531
Ctr9	1701
Ctrb1	0
Ctrc	0
Ctrcos	0
Ctrl	1
Cts3	0
Cts6	0
Cts7	0
Cts7-ps	0
Cts8	0
Cts8-ps	0
Ctsa	2435
Ctsb	20244
Ctsc	259
Ctsd	6919
Ctse	1
Ctsf	2229
Ctsg	0
Ctsh	456
Ctsj	0
Ctsk	227
Ctsl	3601
Ctsll3	0
Ctsm	0
Ctsm-ps2	0
Ctso	921
Ctsq	0
Ctsr	0
Ctss	1522
Ctsw	14
Ctsz	715
Cttn	3195
Cttnbp2	1290
Cttnbp2nl	1139
Ctu1	262
Ctu2	345
Ctxn1	10977
Ctxn2	132
Ctxn3	135
Cubn	7
Cuedc1	638
Cuedc2	3196
Cul1	3383
Cul2	1864
Cul3	4559
Cul4a	1733
Cul4b	1371
Cul5	1666
Cul7	999
Cul9	1566
Cuta	1424
Cutal	15
Cutc	126
Cux1	2319
Cux2	2889
Cuzd1	14
Cwc15	1440
Cwc22	293
Cwc25	581
Cwc27	267
Cwf19l1	356
Cwf19l2	164
Cwh43	91
Cx3cl1	33781
Cx3cr1	2209
Cxadr	2174
Cxcl1	1
Cxcl10	5
Cxcl11	3
Cxcl12	1513
Cxcl13	0
Cxcl14	2583
Cxcl15	0
Cxcl16	21
Cxcl17	0
Cxcl2	0
Cxcl3	0
Cxcl5	2
Cxcl9	0
Cxcr1	0
Cxcr2	0
Cxcr3	2
Cxcr4	96
Cxcr5	1
Cxcr6	0
Cxxc1	865
Cxxc4	1225
Cxxc5	2638
Cyb561	1874
Cyb561a3	376
Cyb561d1	397
Cyb561d2	302
Cyb5a	1326
Cyb5b	4572
Cyb5d1	326
Cyb5d2	321
Cyb5r1	289
Cyb5r2	0
Cyb5r3	1667
Cyb5r4	1072
Cyb5rl	161
Cyba	190
Cybb	21
Cybc1	406
Cybrd1	262
Cyc1	4348
Cycs	2703
Cycs-ps2	6
Cycs-ps3	0
Cyct	0
Cyfip1	2087
Cyfip2	24166
Cygb	848
Cyhr1	3439
Cylc1	0
Cylc2	0
Cyld	3400
Cym	0
Cyp11a1	215
Cyp11b1	0
Cyp11b2	0
Cyp17a1	2
Cyp19a1	0
Cyp1a1	2
Cyp1a2	0
Cyp1b1	156
Cyp20a1	344
Cyp21a1	0
Cyp21a2-ps	0
Cyp24a1	0
Cyp26a1	1
Cyp26b1	648
Cyp26c1	0
Cyp27a1	17
Cyp27b1	5
Cyp2a12	0
Cyp2a21-ps	0
Cyp2a22	0
Cyp2a4	0
Cyp2a5	0
Cyp2ab1	0
Cyp2b10	2
Cyp2b13	0
Cyp2b19	0
Cyp2b23	0
Cyp2b26-ps	0
Cyp2b27-ps	0
Cyp2b9	0
Cyp2c23	1
Cyp2c29	0
Cyp2c37	0
Cyp2c38	0
Cyp2c39	0
Cyp2c40	0
Cyp2c50	0
Cyp2c52-ps	0
Cyp2c53-ps	0
Cyp2c54	0
Cyp2c55	0
Cyp2c65	1
Cyp2c66	0
Cyp2c67	0
Cyp2c68	0
Cyp2c69	0
Cyp2c70	0
Cyp2c71-ps	0
Cyp2c72-ps	0
Cyp2c73-ps	0
Cyp2d10	0
Cyp2d11	0
Cyp2d12	0
Cyp2d22	665
Cyp2d26	1
Cyp2d32-ps	0
Cyp2d33-ps	0
Cyp2d34	0
Cyp2d34-ps	0
Cyp2d35-ps	0
Cyp2d36-ps	0
Cyp2d37-ps	0
Cyp2d38-ps	0
Cyp2d39-ps	0
Cyp2d40	0
Cyp2d41-ps	0
Cyp2d67-ps	0
Cyp2d9	0
Cyp2e1	0
Cyp2f2	16
Cyp2g1	0
Cyp2j11	0
Cyp2j12	1
Cyp2j13	1
Cyp2j14-ps	0
Cyp2j15-ps	0
Cyp2j5	0
Cyp2j6	791
Cyp2j7	0
Cyp2j7-ps1	0
Cyp2j7-ps2	0
Cyp2j7-ps3	0
Cyp2j8	0
Cyp2j9	791
Cyp2r1	5
Cyp2s1	92
Cyp2t4	1
Cyp2u1	217
Cyp2w1	0
Cyp39a1	46
Cyp3a11	0
Cyp3a13	0
Cyp3a16	0
Cyp3a25	0
Cyp3a41a	0
Cyp3a41b	0
Cyp3a44	0
Cyp3a57	0
Cyp3a59	0
Cyp3a61-ps1	0
Cyp3a63-ps	0
Cyp46a1	4592
Cyp4a10	1
Cyp4a12a	0
Cyp4a12b	0
Cyp4a14	0
Cyp4a28-ps	0
Cyp4a29	0
Cyp4a29-ps1	0
Cyp4a30-ps	0
Cyp4a30b	0
Cyp4a31	0
Cyp4a32	0
Cyp4b1	17
Cyp4b1-ps1	0
Cyp4b1-ps2	0
Cyp4f13	135
Cyp4f14	228
Cyp4f15	259
Cyp4f16	108
Cyp4f17	70
Cyp4f18	3
Cyp4f37	0
Cyp4f38-ps	0
Cyp4f39	1
Cyp4f40	0
Cyp4f41-ps	2
Cyp4v3	189
Cyp4x1	442
Cyp4x1os	12
Cyp51	2895
Cyp7a1	0
Cyp7b1	456
Cyp8b1	0
Cypt1	0
Cypt12	0
Cypt14	0
Cypt15	0
Cypt2	0
Cypt3	0
Cypt4	0
Cyren	66
Cys1	177
Cysltr1	29
Cysltr2	7
Cysrt1	0
Cystm1	941
Cyth1	1699
Cyth2	2609
Cyth3	1207
Cyth4	275
Cytip	0
Cytl1	0
Cyyr1	83
Czib	530
D030007L05Rik	0
D030018L15Rik	0
D030024E09Rik	0
D030025E07Rik	2
D030025P21Rik	0
D030028A08Rik	250
D030034A15Rik	10
D030040B21Rik	0
D030044L04Rik	0
D030045P18Rik	2
D030046N08Rik	16
D030047H15Rik	3
D030051J21Rik	0
D030055H07Rik	2
D030056L22Rik	557
D030062O11Rik	0
D030068K23Rik	5
D10Wsu102e	1039
D11Bhm181e	0
D11Wsu47e	145
D130004A15Rik	0
D130007C19Rik	7
D130009I18Rik	0
D130017N08Rik	306
D130019J16Rik	3
D130020L05Rik	74
D130040H23Rik	42
D130043K22Rik	1249
D130052B06Rik	0
D130058E05Rik	2
D130062J10Rik	0
D130079A08Rik	0
D13Ertd608e	0
D14Ertd670e	0
D16Ertd472e	171
D16Ertd519e	3
D17H6S53E	536
D1Ertd622e	1694
D1Pas1	0
D230022J07Rik	0
D230025D16Rik	806
D230030E09Rik	0
D230049E03Rik	0
D2hgdh	204
D330023K18Rik	50
D330025C20Rik	2
D330037F02Rik	0
D330041H03Rik	6
D330046F09Rik	0
D330050G23Rik	45
D330050I16Rik	30
D3Ertd751e	228
D430001F17Rik	0
D430013B06Rik	0
D430018E03Rik	0
D430019H16Rik	5691
D430020J02Rik	36
D430036J16Rik	67
D430040D24Rik	37
D430041D05Rik	7081
D430042O09Rik	437
D530014G21Rik	0
D530018E20Rik	0
D530033B14Rik	0
D530037P16Rik	0
D530049I02Rik	0
D5Ertd577e	0
D5Ertd579e	3306
D5Ertd605e	1
D5Ertd615e	1
D630002J18Rik	0
D630003M21Rik	107
D630008O14Rik	0
D630011A20Rik	0
D630014O11Rik	0
D630023F18Rik	106
D630023O14Rik	0
D630024D03Rik	1
D630029K05Rik	0
D630030B08Rik	0
D630033A02Rik	3
D630033O11Rik	8
D630036H23Rik	6
D630039A03Rik	3
D630044L22Rik	0
D630045J12Rik	1613
D6Ertd474e	6
D6Ertd527e	0
D6Wsu163e	909
D730002M21Rik	0
D730003I15Rik	51
D730003K21Rik	1
D730044K07Rik	0
D730045A05Rik	2
D730045B01Rik	1
D730050B12Rik	0
D7Bwg0826e	32
D7Ertd128e	0
D7Ertd443e	13
D830005E20Rik	0
D830013O20Rik	0
D830024N08Rik	0
D830025C05Rik	1
D830026I12Rik	0
D830030K20Rik	7
D830032E09Rik	0
D830035M03Rik	13
D830036C21Rik	2
D830039M14Rik	5
D830044D21Rik	9
D830050J10Rik	50
D8Ertd738e	1449
D930007J09Rik	29
D930007P13Rik	0
D930015M05Rik	0
D930019O06Rik	190
D930020B18Rik	4
D930028M14Rik	3
D930030I03Rik	1
D930032P07Rik	0
D930036K23Rik	10
D930048N14Rik	13
D9Wsu149	3
DQ267100	0
DQ267101	0
DQ267102	0
DXBay18	6
Daam1	2138
Daam2	1638
Dab1	2278
Dab2	325
Dab2ip	5310
Dach1	118
Dach2	24
Dact1	415
Dact2	1744
Dact3	3489
Dad1	2045
Dag1	4944
Dagla	2817
Daglb	1047
Dalir	52
Dalrd3	626
Dancr	14
Dand5	190
Dao	34
Dap	177
Dap3	2156
Dapk1	2241
Dapk2	57
Dapk3	911
Dapl1	10
Dapp1	185
Dars	1375
Dars2	558
Daw1	8
Daxx	690
Dazap1	783
Dazap2	3361
Dazl	85
Dbf4	41
Dbh	38
Dbhos	7
Dbi	5531
Dbil5	3
Dbn1	5989
Dbndd1	352
Dbndd2	1442
Dbnl	1783
Dbp	1503
Dbpht2	3404
Dbr1	309
Dbt	726
Dbx1	0
Dbx2	455
Dcaf1	721
Dcaf10	868
Dcaf11	1970
Dcaf12	2150
Dcaf12l1	1675
Dcaf12l2	47
Dcaf13	480
Dcaf15	316
Dcaf17	299
Dcaf4	371
Dcaf5	3617
Dcaf6	4071
Dcaf7	11171
Dcaf8	4182
Dcaf8l	0
Dcakd	1589
Dcbld1	334
Dcbld2	1054
Dcc	645
Dcdc2a	205
Dcdc2b	10
Dcdc2c	0
Dcdc5	2
Dchs1	480
Dchs2	19
Dck	785
Dclk1	37541
Dclk2	1932
Dclk3	965
Dclre1a	278
Dclre1b	202
Dclre1c	132
Dcn	344
Dcp1a	532
Dcp1b	178
Dcp2	1744
Dcpp1	0
Dcpp2	0
Dcpp3	0
Dcps	345
Dcst1	3
Dcst2	18
Dcstamp	4
Dct	16
Dctd	127
Dctn1	9133
Dctn2	6990
Dctn3	2773
Dctn4	3347
Dctn5	2733
Dctn6	1279
Dctpp1	426
Dcun1d1	1164
Dcun1d2	847
Dcun1d3	645
Dcun1d4	2743
Dcun1d5	827
Dcx	1567
Dcxr	184
Dda1	1771
Ddah1	4575
Ddah2	441
Ddb1	8781
Ddb2	87
Ddc	116
Ddhd1	1720
Ddhd2	879
Ddi1	0
Ddi2	1335
Ddias	16
Ddit3	490
Ddit4	2130
Ddit4l	549
Ddn	19742
Ddo	151
Ddost	3029
Ddr1	1531
Ddr2	276
Ddrgk1	1013
Ddt	586
Ddx1	4180
Ddx10	530
Ddx11	29
Ddx17	4225
Ddx18	286
Ddx19a	417
Ddx19b	1265
Ddx20	327
Ddx21	869
Ddx23	1577
Ddx24	5044
Ddx25	1445
Ddx27	420
Ddx28	419
Ddx31	163
Ddx39	222
Ddx39b	2922
Ddx3x	6908
Ddx3y	1373
Ddx4	25
Ddx41	681
Ddx42	2344
Ddx43	0
Ddx46	1331
Ddx47	1112
Ddx49	776
Ddx5	17047
Ddx50	1590
Ddx51	283
Ddx52	449
Ddx54	1571
Ddx55	340
Ddx56	1043
Ddx58	104
Ddx59	163
Ddx6	6738
Ddx60	8
Deaf1	2730
Decr1	504
Decr2	771
Dedd	916
Dedd2	758
Def6	59
Def8	1907
Defa-ps1	0
Defa-ps10	0
Defa-ps11	0
Defa-ps12	0
Defa-ps13	0
Defa-ps14	0
Defa-ps15	0
Defa-ps16	0
Defa-ps17	0
Defa-ps18	0
Defa-ps3	0
Defa-ps4	0
Defa-ps5	0
Defa-ps6	0
Defa-ps7	0
Defa-ps8	0
Defa-ps9	0
Defa17	0
Defa2	0
Defa20	0
Defa21	0
Defa22	0
Defa23	0
Defa24	0
Defa25	0
Defa26	0
Defa27	0
Defa28	0
Defa29	0
Defa3	0
Defa30	0
Defa31	0
Defa32	0
Defa33	0
Defa34	0
Defa35	0
Defa36	0
Defa37	0
Defa38	0
Defa39	0
Defa40	0
Defa41	0
Defa42	0
Defa43	0
Defa5	0
Defb1	1
Defb10	0
Defb11	2
Defb12	0
Defb13	0
Defb14	0
Defb15	0
Defb18	0
Defb19	0
Defb2	0
Defb20	0
Defb21	0
Defb22	0
Defb23	0
Defb25	1
Defb26	0
Defb28	0
Defb29	0
Defb3	0
Defb30	0
Defb33	0
Defb34	0
Defb35	0
Defb36	0
Defb37	0
Defb38	0
Defb39	0
Defb4	0
Defb40	0
Defb41	1
Defb42	0
Defb43	0
Defb44-ps	0
Defb45	0
Defb46	0
Defb47	0
Defb48	0
Defb5	0
Defb50	0
Defb6	0
Defb7	0
Defb8	0
Defb9	1
Degs1	1816
Degs2	30
Dek	1364
Dele1	690
Denn2b	258
Dennd11	2967
Dennd1a	1346
Dennd1b	226
Dennd1c	6
Dennd2a	690
Dennd2c	24
Dennd2d	5
Dennd3	85
Dennd4a	2512
Dennd4b	1221
Dennd4c	263
Dennd5a	8443
Dennd5b	2764
Dennd6a	824
Dennd6b	527
Denr	1710
Depdc1a	3
Depdc1b	4
Depdc5	1501
Depdc7	20
Depp1	68
Deptor	704
Dera	78
Derl1	1431
Derl2	591
Derl3	15
Des	33
Desi1	3784
Desi2	1281
Det1	96
Deup1	11
Dexi	866
Dffa	1024
Dffb	42
Dgat1	262
Dgat2	2338
Dgat2l6	0
Dgcr2	2832
Dgcr6	1907
Dgcr8	617
Dgka	154
Dgkb	2817
Dgkd	4635
Dgke	2095
Dgkeos	15
Dgkg	887
Dgkh	2819
Dgki	510
Dgkk	82
Dgkq	636
Dgkz	13645
Dglucy	158
Dguok	158
Dhcr24	3927
Dhcr7	1341
Dhdds	2006
Dhdh	139
Dhfr	151
Dhh	9
Dhodh	388
Dhps	969
Dhrs1	1856
Dhrs11	64
Dhrs13	298
Dhrs13os	28
Dhrs2	5
Dhrs3	252
Dhrs4	242
Dhrs7	448
Dhrs7b	652
Dhrs7c	2
Dhrs9	0
Dhtkd1	61
Dhx15	2068
Dhx16	618
Dhx29	763
Dhx30	2789
Dhx32	679
Dhx33	599
Dhx34	201
Dhx35	252
Dhx36	2582
Dhx37	375
Dhx38	928
Dhx40	623
Dhx57	1209
Dhx58	11
Dhx58os	6
Dhx8	1393
Dhx9	4432
Diablo	136
Diaph1	1356
Diaph2	548
Diaph3	98
Dicer1	1350
Dido1	1622
Dimt1	140
Dio1	0
Dio2	5423
Dio3	25
Dio3os	8
Dip2a	1647
Dip2b	2390
Dip2c	2489
Dipk1a	839
Dipk1b	1238
Dipk1c	187
Dipk2a	1260
Dipk2b	23
Diras1	5227
Diras2	13608
Dis3	302
Dis3l	712
Dis3l2	715
Disc1	27
Disp1	103
Disp2	8127
Disp3	891
Dixdc1	2371
Dkc1	615
Dkk1	0
Dkk2	6
Dkk3	7824
Dkk4	0
Dkkl1	292
Dlat	3781
Dlc1	2937
Dld	4027
Dlec1	40
Dleu2	136
Dleu7	286
Dlg1	4307
Dlg2	26194
Dlg3	6916
Dlg4	36998
Dlg5	948
Dlgap1	12967
Dlgap2	1470
Dlgap3	12874
Dlgap4	7878
Dlgap5	1
Dlk1	64
Dlk2	377
Dll1	119
Dll3	51
Dll4	116
Dlst	4720
Dlx1	599
Dlx1as	174
Dlx2	122
Dlx3	0
Dlx4	11
Dlx4os	18
Dlx5	98
Dlx6	147
Dlx6os1	414
Dlx6os2	0
Dmac1	662
Dmac2	911
Dmac2l	281
Dmap1	505
Dmbt1	0
Dmbx1	6
Dmc1	3
Dmd	1411
Dmgdh	9
Dmkn	57
Dmp1	72
Dmpk	101
Dmrt1	0
Dmrt1i	0
Dmrt2	57
Dmrt3	5
Dmrta1	27
Dmrta2	48
Dmrta2os	4
Dmrtb1	77
Dmrtc1a	46
Dmrtc1b	0
Dmrtc1c1	0
Dmrtc1c2	0
Dmrtc2	0
Dmtf1	1069
Dmtn	8116
Dmwd	3459
Dmxl1	1101
Dmxl2	5480
Dna2	23
Dnaaf1	11
Dnaaf2	43
Dnaaf3	10
Dnaaf4	14
Dnaaf5	133
Dnah1	127
Dnah10	38
Dnah11	36
Dnah12	29
Dnah14	13
Dnah17	3
Dnah2	69
Dnah2os	0
Dnah3	26
Dnah5	174
