"","CRE","DSVA","XDP"
"Zfp516",FALSE,TRUE,TRUE
"Zfp520-ps",FALSE,TRUE,FALSE
"Zfp521",FALSE,TRUE,TRUE
"Zfp819",FALSE,TRUE,FALSE
"Zfp941",FALSE,TRUE,TRUE
"Zic2",FALSE,TRUE,FALSE
"Zic3",FALSE,TRUE,TRUE
"Zic4",FALSE,TRUE,TRUE
"Zim1",FALSE,TRUE,TRUE
"Zkscan16",FALSE,TRUE,TRUE
"Zswim5",FALSE,TRUE,FALSE
"Zswim6",FALSE,TRUE,TRUE
"1700007F19Rik",FALSE,FALSE,TRUE
"1700010I14Rik",FALSE,FALSE,TRUE
"1700019N19Rik",FALSE,FALSE,TRUE
"1700047M11Rik",FALSE,FALSE,TRUE
"2010204K13Rik",FALSE,FALSE,TRUE
"2700069I18Rik",FALSE,FALSE,TRUE
"4930432E11Rik",FALSE,FALSE,TRUE
"4930452G13Rik",FALSE,FALSE,TRUE
"4930500F10Rik",FALSE,FALSE,TRUE
"4933407K13Rik",FALSE,FALSE,TRUE
"4933407L21Rik",FALSE,FALSE,TRUE
"5530401A14Rik",FALSE,FALSE,TRUE
"9630013A20Rik",FALSE,FALSE,TRUE
"A230006K03Rik",FALSE,FALSE,TRUE
"A330074K22Rik",FALSE,FALSE,TRUE
"A930002C04Rik",FALSE,FALSE,TRUE
"Acy1",FALSE,FALSE,TRUE
"Adcy7",FALSE,FALSE,TRUE
"Apoc1",FALSE,FALSE,TRUE
"Asb18",FALSE,FALSE,TRUE
"Aspa",FALSE,FALSE,TRUE
"Atp11c",FALSE,FALSE,TRUE
"B230303A05Rik",FALSE,FALSE,TRUE
"BC043934",FALSE,FALSE,TRUE
"BC064078",FALSE,FALSE,TRUE
"Bard1",FALSE,FALSE,TRUE
"Bfsp2",FALSE,FALSE,TRUE
"Bhmt",FALSE,FALSE,TRUE
"Bsx",FALSE,FALSE,TRUE
"Btbd16",FALSE,FALSE,TRUE
"C1qtnf12",FALSE,FALSE,TRUE
"C78859",FALSE,FALSE,TRUE
"Cacna1h",FALSE,FALSE,TRUE
"Casz1",FALSE,FALSE,TRUE
"Cbr3",FALSE,FALSE,TRUE
"Ccdc42",FALSE,FALSE,TRUE
"Cd1d1",FALSE,FALSE,TRUE
"Cd38",FALSE,FALSE,TRUE
"Cdc14b",FALSE,FALSE,TRUE
"Cdh19",FALSE,FALSE,TRUE
"Cdh26",FALSE,FALSE,TRUE
"Cdh3",FALSE,FALSE,TRUE
"Cfap46",FALSE,FALSE,TRUE
"Cfap70",FALSE,FALSE,TRUE
"Chia1",FALSE,FALSE,TRUE
"Chic1",FALSE,FALSE,TRUE
"Cldn11",FALSE,FALSE,TRUE
"Cnp",FALSE,FALSE,TRUE
"Cntnap5c",FALSE,FALSE,TRUE
"Col6a5",FALSE,FALSE,TRUE
"Cyp2a5",FALSE,FALSE,TRUE
"D930028M14Rik",FALSE,FALSE,TRUE
"Dach2",FALSE,FALSE,TRUE
"Dhdh",FALSE,FALSE,TRUE
"Dlec1",FALSE,FALSE,TRUE
"Dnaaf3",FALSE,FALSE,TRUE
"Dnah1",FALSE,FALSE,TRUE
"Dnah7b",FALSE,FALSE,TRUE
"Dnah9",FALSE,FALSE,TRUE
"Eda2r",FALSE,FALSE,TRUE
"Egf",FALSE,FALSE,TRUE
"Ephx1",FALSE,FALSE,TRUE
"Erbb3",FALSE,FALSE,TRUE
"Ermn",FALSE,FALSE,TRUE
"Fam102b",FALSE,FALSE,TRUE
"Fam131c",FALSE,FALSE,TRUE
"Fam161a",FALSE,FALSE,TRUE
"Fam92b",FALSE,FALSE,TRUE
"Fbxl21",FALSE,FALSE,TRUE
"Fgf16",FALSE,FALSE,TRUE
"Fibcd1",FALSE,FALSE,TRUE
"G630016G05Rik",FALSE,FALSE,TRUE
"Gabrg1",FALSE,FALSE,TRUE
"Galnt13",FALSE,FALSE,TRUE
"Ghsr",FALSE,FALSE,TRUE
"Gjb1",FALSE,FALSE,TRUE
"Glra2",FALSE,FALSE,TRUE
"Gm10125",FALSE,FALSE,TRUE
"Gm10421",FALSE,FALSE,TRUE
"Gm1110",FALSE,FALSE,TRUE
"Gm14114",FALSE,FALSE,TRUE
"Gm14569",FALSE,FALSE,TRUE
"Gm15328",FALSE,FALSE,TRUE
"Gm15767",FALSE,FALSE,TRUE
"Gm16075",FALSE,FALSE,TRUE
"Gm16323",FALSE,FALSE,TRUE
"Gm17546",FALSE,FALSE,TRUE
"Gm18406",FALSE,FALSE,TRUE
"Gm19461",FALSE,FALSE,TRUE
"Gm2155",FALSE,FALSE,TRUE
"Gm26592",FALSE,FALSE,TRUE
"Gm26614",FALSE,FALSE,TRUE
"Gm26645",FALSE,FALSE,TRUE
"Gm26793",FALSE,FALSE,TRUE
"Gm2721",FALSE,FALSE,TRUE
"Gm29478",FALSE,FALSE,TRUE
"Gm29543",FALSE,FALSE,TRUE
"Gm29771",FALSE,FALSE,TRUE
"Gm31135",FALSE,FALSE,TRUE
"Gm31356",FALSE,FALSE,TRUE
"Gm31621",FALSE,FALSE,TRUE
"Gm32633",FALSE,FALSE,TRUE
"Gm33869",FALSE,FALSE,TRUE
"Gm34004",FALSE,FALSE,TRUE
"Gm34299",FALSE,FALSE,TRUE
"Gm34883",FALSE,FALSE,TRUE
"Gm35394",FALSE,FALSE,TRUE
"Gm36447",FALSE,FALSE,TRUE
"Gm36936",FALSE,FALSE,TRUE
"Gm38077",FALSE,FALSE,TRUE
"Gm42692",FALSE,FALSE,TRUE
"Gm43185",FALSE,FALSE,TRUE
"Gm44560",FALSE,FALSE,TRUE
"Gm44644",FALSE,FALSE,TRUE
"Gm44846",FALSE,FALSE,TRUE
"Gm47157",FALSE,FALSE,TRUE
"Gm48482",FALSE,FALSE,TRUE
"Gm48485",FALSE,FALSE,TRUE
"Gm48536",FALSE,FALSE,TRUE
"Gm48804",FALSE,FALSE,TRUE
"Gm4926",FALSE,FALSE,TRUE
"Gm49702",FALSE,FALSE,TRUE
"Gm50024",FALSE,FALSE,TRUE
"Gm50144",FALSE,FALSE,TRUE
"Gm5855",FALSE,FALSE,TRUE
"Gm6556",FALSE,FALSE,TRUE
"Gm8104",FALSE,FALSE,TRUE
"Gpr153",FALSE,FALSE,TRUE
"Gsc2",FALSE,FALSE,TRUE
"Gulp1",FALSE,FALSE,TRUE
"H2-DMb2",FALSE,FALSE,TRUE
"H2-Q2",FALSE,FALSE,TRUE
"Has1",FALSE,FALSE,TRUE
"Hc",FALSE,FALSE,TRUE
"Heph",FALSE,FALSE,TRUE
"Hmx2",FALSE,FALSE,TRUE
"Hp",FALSE,FALSE,TRUE
"Hsf4",FALSE,FALSE,TRUE
"Ifi27l2a",FALSE,FALSE,TRUE
"Impact",FALSE,FALSE,TRUE
"Insl6",FALSE,FALSE,TRUE
"Itga11",FALSE,FALSE,TRUE
"Jph2",FALSE,FALSE,TRUE
"Kcnh6",FALSE,FALSE,TRUE
"Khdrbs2",FALSE,FALSE,TRUE
"Klc3",FALSE,FALSE,TRUE
"Kncn",FALSE,FALSE,TRUE
"Krt10",FALSE,FALSE,TRUE
"Krt14",FALSE,FALSE,TRUE
"Lhfpl1",FALSE,FALSE,TRUE
"Lhfpl3",FALSE,FALSE,TRUE
"Lhx9",FALSE,FALSE,TRUE
"Lin28b",FALSE,FALSE,TRUE
"Lrig3",FALSE,FALSE,TRUE
"Lrp2bp",FALSE,FALSE,TRUE
"Mal",FALSE,FALSE,TRUE
"Map3k15",FALSE,FALSE,TRUE
"Mb",FALSE,FALSE,TRUE
"Mcoln3",FALSE,FALSE,TRUE
"Mfsd7a",FALSE,FALSE,TRUE
"Mgst1",FALSE,FALSE,TRUE
"Minar2",FALSE,FALSE,TRUE
"Mobp",FALSE,FALSE,TRUE
"Mog",FALSE,FALSE,TRUE
"Mtcp1",FALSE,FALSE,TRUE
"N4bp2",FALSE,FALSE,TRUE
"Neu4",FALSE,FALSE,TRUE
"Nkx6-2",FALSE,FALSE,TRUE
"Nmnat3",FALSE,FALSE,TRUE
"Nrip2",FALSE,FALSE,TRUE
"Nrl",FALSE,FALSE,TRUE
"Nsun7",FALSE,FALSE,TRUE
"Onecut2",FALSE,FALSE,TRUE
"Ooep",FALSE,FALSE,TRUE
"Patl2",FALSE,FALSE,TRUE
"Pcbd1",FALSE,FALSE,TRUE
"Phactr2",FALSE,FALSE,TRUE
"Pla2g4b",FALSE,FALSE,TRUE
"Plcxd1",FALSE,FALSE,TRUE
"Plcz1",FALSE,FALSE,TRUE
"Plekhh1",FALSE,FALSE,TRUE
"Plp1",FALSE,FALSE,TRUE
"Plpp2",FALSE,FALSE,TRUE
"Ppp1r2",FALSE,FALSE,TRUE
"Ppp4r4",FALSE,FALSE,TRUE
"Ptprv",FALSE,FALSE,TRUE
"Qpct",FALSE,FALSE,TRUE
"Rab9b",FALSE,FALSE,TRUE
"Rasd1",FALSE,FALSE,TRUE
"Rassf8",FALSE,FALSE,TRUE
"Rmst",FALSE,FALSE,TRUE
"Rnf207",FALSE,FALSE,TRUE
"Ryr3",FALSE,FALSE,TRUE
"Samd3",FALSE,FALSE,TRUE
"Sbsn",FALSE,FALSE,TRUE
"Sec14l5",FALSE,FALSE,TRUE
"Selenov",FALSE,FALSE,TRUE
"Serpinb1a",FALSE,FALSE,TRUE
"Shcbp1l",FALSE,FALSE,TRUE
"Shisal2a",FALSE,FALSE,TRUE
"Six6",FALSE,FALSE,TRUE
"Sln",FALSE,FALSE,TRUE
"Smim1",FALSE,FALSE,TRUE
"Smim17",FALSE,FALSE,TRUE
"Smyd1",FALSE,FALSE,TRUE
"Sntb1",FALSE,FALSE,TRUE
"Sox2ot",FALSE,FALSE,TRUE
"Stpg1",FALSE,FALSE,TRUE
"Synpo2",FALSE,FALSE,TRUE
"Synpr",FALSE,FALSE,TRUE
"Sytl5",FALSE,FALSE,TRUE
"Tafa4",FALSE,FALSE,TRUE
"Tbc1d16",FALSE,FALSE,TRUE
"Tecta",FALSE,FALSE,TRUE
"Tekt2",FALSE,FALSE,TRUE
"Tesc",FALSE,FALSE,TRUE
"Tex15",FALSE,FALSE,TRUE
"Tmem182",FALSE,FALSE,TRUE
"Tmem235",FALSE,FALSE,TRUE
"Tmem88b",FALSE,FALSE,TRUE
"Tmprss6",FALSE,FALSE,TRUE
"Tnni1",FALSE,FALSE,TRUE
"Tnni3",FALSE,FALSE,TRUE
"Tnnt3",FALSE,FALSE,TRUE
"Tpd52l1",FALSE,FALSE,TRUE
"Trank1",FALSE,FALSE,TRUE
"Trpm8",FALSE,FALSE,TRUE
"Trpv4",FALSE,FALSE,TRUE
"Tspan2",FALSE,FALSE,TRUE
"Tspear",FALSE,FALSE,TRUE
"Tspyl2",FALSE,FALSE,TRUE
"Ttll8",FALSE,FALSE,TRUE
"Ubap1l",FALSE,FALSE,TRUE
"Ucn3",FALSE,FALSE,TRUE
"Ugt8a",FALSE,FALSE,TRUE
"Unc13c",FALSE,FALSE,TRUE
"Vamp1",FALSE,FALSE,TRUE
"Vwa5b1",FALSE,FALSE,TRUE
"Xrcc3",FALSE,FALSE,TRUE
"Zap70",FALSE,FALSE,TRUE
"Zbtb20",FALSE,FALSE,TRUE
"Zfp423",FALSE,FALSE,TRUE
"Zfp947",FALSE,FALSE,TRUE
"Zpbp",FALSE,FALSE,TRUE
