"","CRE","DSVA","XDP"
"Sdhaf4",FALSE,TRUE,FALSE
"Sec11c",FALSE,TRUE,FALSE
"Sec61g",FALSE,TRUE,FALSE
"Selenok-ps8",FALSE,TRUE,FALSE
"Selenow",FALSE,TRUE,FALSE
"Serf1",FALSE,TRUE,FALSE
"Serpinb8",FALSE,TRUE,TRUE
"Serpini1",FALSE,TRUE,TRUE
"Sf3b6",FALSE,TRUE,FALSE
"Sftpc",FALSE,TRUE,FALSE
"Sh2d4b",FALSE,TRUE,FALSE
"Shank2",FALSE,TRUE,TRUE
"Shc3",FALSE,TRUE,FALSE
"Shld3",FALSE,TRUE,FALSE
"Sidt1",FALSE,TRUE,TRUE
"Sirt3",FALSE,TRUE,FALSE
"Six1",FALSE,TRUE,FALSE
"Slc22a1",FALSE,TRUE,TRUE
"Slc23a3",FALSE,TRUE,TRUE
"Slc25a23",FALSE,TRUE,FALSE
"Slc26a4",FALSE,TRUE,TRUE
"Slc26a8",FALSE,TRUE,TRUE
"Slc28a2b",FALSE,TRUE,FALSE
"Slc2a4rg-ps",FALSE,TRUE,FALSE
"Slc35b3",FALSE,TRUE,FALSE
"Slc39a2",FALSE,TRUE,FALSE
"Slc9a3",FALSE,TRUE,TRUE
"Slc9b2",FALSE,TRUE,FALSE
"Smim26",FALSE,TRUE,FALSE
"Smim3",FALSE,TRUE,FALSE
"Snhg1",FALSE,TRUE,FALSE
"Snhg10",FALSE,TRUE,FALSE
"Snhg11",FALSE,TRUE,FALSE
"Snhg15",FALSE,TRUE,FALSE
"Snhg16",FALSE,TRUE,FALSE
"Snhg20",FALSE,TRUE,FALSE
"Snhg3",FALSE,TRUE,FALSE
"Snhg4",FALSE,TRUE,FALSE
"Snhg6",FALSE,TRUE,FALSE
"Snhg8",FALSE,TRUE,FALSE
"Snord32a",FALSE,TRUE,FALSE
"Snord58b",FALSE,TRUE,FALSE
"Snph",FALSE,TRUE,TRUE
"Snrnp25",FALSE,TRUE,FALSE
"Snrnp48",FALSE,TRUE,FALSE
"Sowahb",FALSE,TRUE,TRUE
"Sp6",FALSE,TRUE,FALSE
"Spaca6",FALSE,TRUE,FALSE
"Spag6",FALSE,TRUE,TRUE
"Spata19",FALSE,TRUE,FALSE
"Spdya",FALSE,TRUE,FALSE
"Spink8",FALSE,TRUE,FALSE
"Sptbn2",FALSE,TRUE,TRUE
"Spx",FALSE,TRUE,TRUE
"Sstr4",FALSE,TRUE,TRUE
"Stac3",FALSE,TRUE,FALSE
"Stmn1",FALSE,TRUE,TRUE
"Stx1a",FALSE,TRUE,TRUE
"Stx3",FALSE,TRUE,FALSE
"Sult2b1",FALSE,TRUE,TRUE
"Sumo1",FALSE,TRUE,FALSE
"Supt4a",FALSE,TRUE,FALSE
"Sycp3",FALSE,TRUE,FALSE
"Syngap1",FALSE,TRUE,TRUE
"Syt16",FALSE,TRUE,TRUE
"Syt7",FALSE,TRUE,TRUE
"Sytl2",FALSE,TRUE,TRUE
"Tafa1",FALSE,TRUE,TRUE
"Tbc1d9b",FALSE,TRUE,FALSE
"Tbx3os1",FALSE,TRUE,FALSE
"Tdo2",FALSE,TRUE,FALSE
"Teddm2",FALSE,TRUE,TRUE
"Teddm3",FALSE,TRUE,FALSE
"Tex30",FALSE,TRUE,FALSE
"Tfr2",FALSE,TRUE,FALSE
"Tgfbr3l",FALSE,TRUE,FALSE
"Tgm3",FALSE,TRUE,TRUE
"Thpo",FALSE,TRUE,FALSE
"Timm10b",FALSE,TRUE,FALSE
"Timm8b",FALSE,TRUE,FALSE
"Tktl2",FALSE,TRUE,TRUE
"Tle2",FALSE,TRUE,FALSE
"Tm2d1",FALSE,TRUE,FALSE
"Tma7",FALSE,TRUE,FALSE
"Tmc4",FALSE,TRUE,FALSE
"Tmem126a",FALSE,TRUE,FALSE
"Tmem151b",FALSE,TRUE,TRUE
"Tmem181b-ps",FALSE,TRUE,FALSE
"Tmem196",FALSE,TRUE,FALSE
"Tmem232",FALSE,TRUE,TRUE
"Tmem256",FALSE,TRUE,FALSE
"Tmem42",FALSE,TRUE,FALSE
"Tmem68",FALSE,TRUE,FALSE
"Tmprss15",FALSE,TRUE,FALSE
"Tmsb15b1",FALSE,TRUE,FALSE
"Tmsb15b2",FALSE,TRUE,FALSE
"Tmsb4x",FALSE,TRUE,FALSE
"Tnfrsf25",FALSE,TRUE,FALSE
"Tnfsf13",FALSE,TRUE,FALSE
"Tnmd",FALSE,TRUE,FALSE
"Tnnc1",FALSE,TRUE,TRUE
"Tnnc2",FALSE,TRUE,FALSE
"Tomm5",FALSE,TRUE,FALSE
"Tph2",FALSE,TRUE,TRUE
"Tpt1",FALSE,TRUE,FALSE
"Trabd2b",FALSE,TRUE,TRUE
"Trank1",FALSE,TRUE,FALSE
"Trbc2",FALSE,TRUE,TRUE
"Trbj2-1",FALSE,TRUE,FALSE
"Trbj2-2",FALSE,TRUE,FALSE
"Trbj2-3",FALSE,TRUE,TRUE
"Trbj2-4",FALSE,TRUE,TRUE
"Trbj2-6",FALSE,TRUE,TRUE
"Trbj2-7",FALSE,TRUE,TRUE
"Trem3",FALSE,TRUE,TRUE
"Trpm4",FALSE,TRUE,FALSE
"Tsacc",FALSE,TRUE,FALSE
"Tsen15",FALSE,TRUE,FALSE
"Tshz3",FALSE,TRUE,TRUE
"Tspoap1",FALSE,TRUE,FALSE
"Ttbk1",FALSE,TRUE,FALSE
"Ttc14",FALSE,TRUE,FALSE
"Ttc9b",FALSE,TRUE,TRUE
"Tyw5",FALSE,TRUE,FALSE
"Unc13b",FALSE,TRUE,TRUE
"Uqcc2",FALSE,TRUE,FALSE
"Uqcr10",FALSE,TRUE,FALSE
"Uqcr11",FALSE,TRUE,FALSE
"Uqcrh",FALSE,TRUE,FALSE
"Urah",FALSE,TRUE,TRUE
"Usp43",FALSE,TRUE,TRUE
"Vamp7-ps",FALSE,TRUE,FALSE
"Vcpkmt",FALSE,TRUE,FALSE
"Vil1",FALSE,TRUE,FALSE
"Vill",FALSE,TRUE,FALSE
"Vipr1",FALSE,TRUE,TRUE
"Vmn2r85",FALSE,TRUE,FALSE
"Vmn2r87",FALSE,TRUE,FALSE
"Vps9d1",FALSE,TRUE,FALSE
"Vsig2",FALSE,TRUE,FALSE
"Vwa5b2",FALSE,TRUE,FALSE
"Wdfy4",FALSE,TRUE,FALSE
"Wdr13",FALSE,TRUE,FALSE
"Wdr90",FALSE,TRUE,FALSE
"Wdr95",FALSE,TRUE,FALSE
"Wif1",FALSE,TRUE,TRUE
"Wnt10b",FALSE,TRUE,FALSE
"Wsb2",FALSE,TRUE,FALSE
"Yaf2",FALSE,TRUE,FALSE
"Ybx2",FALSE,TRUE,FALSE
"Ypel1",FALSE,TRUE,TRUE
"Zar1l",FALSE,TRUE,FALSE
"Zbtb16",FALSE,TRUE,TRUE
"Zc3h7b",FALSE,TRUE,FALSE
"Zcchc7",FALSE,TRUE,FALSE
"Zdhhc23",FALSE,TRUE,TRUE
"Zfand2a",FALSE,TRUE,FALSE
"Zfas1",FALSE,TRUE,FALSE
"Zfp296",FALSE,TRUE,FALSE
"Zfp365",FALSE,TRUE,TRUE
"Zfp459",FALSE,TRUE,TRUE
"Zfp652os",FALSE,TRUE,TRUE
"Zfp692",FALSE,TRUE,FALSE
"Zfp697",FALSE,TRUE,TRUE
"Zfp853",FALSE,TRUE,FALSE
"Zfp874a",FALSE,TRUE,FALSE
"Zfp874b",FALSE,TRUE,FALSE
"Zfp931",FALSE,TRUE,FALSE
"Zfp943",FALSE,TRUE,FALSE
"Zfp950",FALSE,TRUE,FALSE
"Zfp951",FALSE,TRUE,FALSE
"Zfp971",FALSE,TRUE,FALSE
"Zfp995",FALSE,TRUE,FALSE
"Zfpm2",FALSE,TRUE,TRUE
"Zmiz2",FALSE,TRUE,FALSE
"Znhit3",FALSE,TRUE,FALSE
"mt-Co1",FALSE,TRUE,FALSE
"mt-Co2",FALSE,TRUE,FALSE
"mt-Cytb",FALSE,TRUE,FALSE
"mt-Nd1",FALSE,TRUE,FALSE
"mt-Nd2",FALSE,TRUE,FALSE
"mt-Nd4",FALSE,TRUE,FALSE
"mt-Nd5",FALSE,TRUE,FALSE
"mt-Nd6",FALSE,TRUE,FALSE
"mt-Rnr1",FALSE,TRUE,FALSE
"mt-Rnr2",FALSE,TRUE,FALSE
"mt-Ti",FALSE,TRUE,FALSE
"mt-Tl1",FALSE,TRUE,FALSE
"mt-Tm",FALSE,TRUE,FALSE
"mt-Tp",FALSE,TRUE,FALSE
"mt-Tq",FALSE,TRUE,FALSE
"mt-Tt",FALSE,TRUE,FALSE
"6430584L05Rik",FALSE,FALSE,TRUE
"6530402F18Rik",FALSE,FALSE,TRUE
"A230052G05Rik",FALSE,FALSE,TRUE
"A2ml1",FALSE,FALSE,TRUE
"A330069K06Rik",FALSE,FALSE,TRUE
"A630023P12Rik",FALSE,FALSE,TRUE
"Abca6",FALSE,FALSE,TRUE
"Abcc8",FALSE,FALSE,TRUE
"Ackr1",FALSE,FALSE,TRUE
"Acsl5",FALSE,FALSE,TRUE
"Acta1",FALSE,FALSE,TRUE
"Adamts8",FALSE,FALSE,TRUE
"Adamtsl2",FALSE,FALSE,TRUE
"Adcy8",FALSE,FALSE,TRUE
"Adora1",FALSE,FALSE,TRUE
"Adrb1",FALSE,FALSE,TRUE
"Ak5",FALSE,FALSE,TRUE
"Alox12b",FALSE,FALSE,TRUE
"Amdhd1",FALSE,FALSE,TRUE
"Ankrd33b",FALSE,FALSE,TRUE
"Arap2",FALSE,FALSE,TRUE
"Arhgap25",FALSE,FALSE,TRUE
"Arhgap32",FALSE,FALSE,TRUE
"Arhgef33",FALSE,FALSE,TRUE
"Asap1",FALSE,FALSE,TRUE
"Atp1a1",FALSE,FALSE,TRUE
"Atrnl1",FALSE,FALSE,TRUE
"B230208B08Rik",FALSE,FALSE,TRUE
"B930095G15Rik",FALSE,FALSE,TRUE
"Barhl1",FALSE,FALSE,TRUE
"Barx2",FALSE,FALSE,TRUE
"Basp1",FALSE,FALSE,TRUE
"Bcl2l11",FALSE,FALSE,TRUE
"Bean1",FALSE,FALSE,TRUE
"Bend5",FALSE,FALSE,TRUE
"Bhlha9",FALSE,FALSE,TRUE
"Bhlhe22",FALSE,FALSE,TRUE
"Bhlhe40",FALSE,FALSE,TRUE
"Bmp3",FALSE,FALSE,TRUE
"Bmp5",FALSE,FALSE,TRUE
"Brinp1",FALSE,FALSE,TRUE
"Brinp2",FALSE,FALSE,TRUE
"C1ql3",FALSE,FALSE,TRUE
"C1qtnf1",FALSE,FALSE,TRUE
"C2cd4b",FALSE,FALSE,TRUE
"C730002L08Rik",FALSE,FALSE,TRUE
"Cabp1",FALSE,FALSE,TRUE
"Cacna1a",FALSE,FALSE,TRUE
"Cacna2d1",FALSE,FALSE,TRUE
"Cacng3",FALSE,FALSE,TRUE
"Cacng6",FALSE,FALSE,TRUE
"Cadps2",FALSE,FALSE,TRUE
"Calhm2",FALSE,FALSE,TRUE
"Calhm5",FALSE,FALSE,TRUE
"Car10",FALSE,FALSE,TRUE
"Car4",FALSE,FALSE,TRUE
"Ccbe1",FALSE,FALSE,TRUE
"Ccdc155",FALSE,FALSE,TRUE
"Cck",FALSE,FALSE,TRUE
"Cckbr",FALSE,FALSE,TRUE
"Ccn2",FALSE,FALSE,TRUE
"Ccn3",FALSE,FALSE,TRUE
"Ccn4",FALSE,FALSE,TRUE
"Cd7",FALSE,FALSE,TRUE
"Cdh1",FALSE,FALSE,TRUE
"Cds1",FALSE,FALSE,TRUE
"Cemip",FALSE,FALSE,TRUE
"Cerkl",FALSE,FALSE,TRUE
"Chgb",FALSE,FALSE,TRUE
"Chrm1",FALSE,FALSE,TRUE
"Chrm3",FALSE,FALSE,TRUE
"Chst8",FALSE,FALSE,TRUE
"Clstn1",FALSE,FALSE,TRUE
"Clstn2",FALSE,FALSE,TRUE
"Cnih3",FALSE,FALSE,TRUE
"Cnksr2",FALSE,FALSE,TRUE
"Cobl",FALSE,FALSE,TRUE
"Col22a1",FALSE,FALSE,TRUE
"Col23a1",FALSE,FALSE,TRUE
"Colq",FALSE,FALSE,TRUE
"Coro1a",FALSE,FALSE,TRUE
"Coro2a",FALSE,FALSE,TRUE
"Cort",FALSE,FALSE,TRUE
"Cpne8",FALSE,FALSE,TRUE
"Creg2",FALSE,FALSE,TRUE
"Crhbp",FALSE,FALSE,TRUE
"Crtam",FALSE,FALSE,TRUE
"Csrnp1",FALSE,FALSE,TRUE
"Cwh43",FALSE,FALSE,TRUE
"Cxadr",FALSE,FALSE,TRUE
"Cyth2",FALSE,FALSE,TRUE
"D7Bwg0826e",FALSE,FALSE,TRUE
"Dact2",FALSE,FALSE,TRUE
"Dclre1a",FALSE,FALSE,TRUE
"Dgkd",FALSE,FALSE,TRUE
"Diras2",FALSE,FALSE,TRUE
"Dlc1",FALSE,FALSE,TRUE
"Dmp1",FALSE,FALSE,TRUE
"Dmrt2",FALSE,FALSE,TRUE
"Doc2a",FALSE,FALSE,TRUE
"Dok5",FALSE,FALSE,TRUE
"Dusp1",FALSE,FALSE,TRUE
"Dusp23",FALSE,FALSE,TRUE
"Dusp5",FALSE,FALSE,TRUE
"Dyrk2",FALSE,FALSE,TRUE
"Dyrk3",FALSE,FALSE,TRUE
"E2f1",FALSE,FALSE,TRUE
"Efhd2",FALSE,FALSE,TRUE
"Egln3",FALSE,FALSE,TRUE
"Egr1",FALSE,FALSE,TRUE
"Egr2",FALSE,FALSE,TRUE
"Egr4",FALSE,FALSE,TRUE
"En2",FALSE,FALSE,TRUE
"Enthd1",FALSE,FALSE,TRUE
"Ephb2",FALSE,FALSE,TRUE
"Ephb3",FALSE,FALSE,TRUE
"Ephb6",FALSE,FALSE,TRUE
"Etl4",FALSE,FALSE,TRUE
"Etv5",FALSE,FALSE,TRUE
"Etv6",FALSE,FALSE,TRUE
"Exph5",FALSE,FALSE,TRUE
"Ext1",FALSE,FALSE,TRUE
"Eya4",FALSE,FALSE,TRUE
"Fabp3",FALSE,FALSE,TRUE
"Fam124a",FALSE,FALSE,TRUE
"Fam131a",FALSE,FALSE,TRUE
"Fam163b",FALSE,FALSE,TRUE
"Fam169b",FALSE,FALSE,TRUE
"Fam189a1",FALSE,FALSE,TRUE
"Fam49a",FALSE,FALSE,TRUE
"Fbxw7",FALSE,FALSE,TRUE
"Fgf5",FALSE,FALSE,TRUE
"Fhl2",FALSE,FALSE,TRUE
"Fhod3",FALSE,FALSE,TRUE
"Fmnl1",FALSE,FALSE,TRUE
"Fos",FALSE,FALSE,TRUE
"Fosb",FALSE,FALSE,TRUE
"Frmd6",FALSE,FALSE,TRUE
"Frzb",FALSE,FALSE,TRUE
"Fxyd7",FALSE,FALSE,TRUE
"Gabbr2",FALSE,FALSE,TRUE
"Gadd45a",FALSE,FALSE,TRUE
"Gal3st3",FALSE,FALSE,TRUE
"Gfra2",FALSE,FALSE,TRUE
"Glycam1",FALSE,FALSE,TRUE
"Gm11223",FALSE,FALSE,TRUE
"Gm11549",FALSE,FALSE,TRUE
"Gm13754",FALSE,FALSE,TRUE
"Gm13944",FALSE,FALSE,TRUE
"Gm14015",FALSE,FALSE,TRUE
"Gm17891",FALSE,FALSE,TRUE
"Gm19410",FALSE,FALSE,TRUE
"Gm22389",FALSE,FALSE,TRUE
"Gm26902",FALSE,FALSE,TRUE
"Gm27040",FALSE,FALSE,TRUE
"Gm29100",FALSE,FALSE,TRUE
"Gm29260",FALSE,FALSE,TRUE
"Gm31518",FALSE,FALSE,TRUE
"Gm35853",FALSE,FALSE,TRUE
"Gm36283",FALSE,FALSE,TRUE
"Gm37242",FALSE,FALSE,TRUE
"Gm37452",FALSE,FALSE,TRUE
"Gm38593",FALSE,FALSE,TRUE
"Gm38910",FALSE,FALSE,TRUE
"Gm40518",FALSE,FALSE,TRUE
"Gm42772",FALSE,FALSE,TRUE
"Gm42884",FALSE,FALSE,TRUE
"Gm43034",FALSE,FALSE,TRUE
"Gm43682",FALSE,FALSE,TRUE
"Gm45083",FALSE,FALSE,TRUE
"Gm49685",FALSE,FALSE,TRUE
"Gm49731",FALSE,FALSE,TRUE
"Gm5454",FALSE,FALSE,TRUE
"Gm7276",FALSE,FALSE,TRUE
"Gm9899",FALSE,FALSE,TRUE
"Gpd2",FALSE,FALSE,TRUE
"Gpr162",FALSE,FALSE,TRUE
"Gprin1",FALSE,FALSE,TRUE
"Grin2a",FALSE,FALSE,TRUE
"Gypc",FALSE,FALSE,TRUE
"Hdac9",FALSE,FALSE,TRUE
"Hecw1",FALSE,FALSE,TRUE
"Herc3",FALSE,FALSE,TRUE
"Hes1",FALSE,FALSE,TRUE
"Hes3",FALSE,FALSE,TRUE
"Hgf",FALSE,FALSE,TRUE
"Hs3st2",FALSE,FALSE,TRUE
"Htr3a",FALSE,FALSE,TRUE
"Htr5a",FALSE,FALSE,TRUE
"Ier2",FALSE,FALSE,TRUE
"Ier5",FALSE,FALSE,TRUE
"Igf1",FALSE,FALSE,TRUE
"Igfbp4",FALSE,FALSE,TRUE
"Igsf21",FALSE,FALSE,TRUE
"Il17ra",FALSE,FALSE,TRUE
"Ipcef1",FALSE,FALSE,TRUE
"Itga4",FALSE,FALSE,TRUE
"Jdp2",FALSE,FALSE,TRUE
"Junb",FALSE,FALSE,TRUE
"Kcnc4",FALSE,FALSE,TRUE
"Kcnf1",FALSE,FALSE,TRUE
"Kcnh5",FALSE,FALSE,TRUE
"Kcnj6",FALSE,FALSE,TRUE
"Kcnma1",FALSE,FALSE,TRUE
"Kcnn1",FALSE,FALSE,TRUE
"Klf10",FALSE,FALSE,TRUE
"Klhl40",FALSE,FALSE,TRUE
"Krt80",FALSE,FALSE,TRUE
"Lamp5",FALSE,FALSE,TRUE
"Lancl2",FALSE,FALSE,TRUE
"Lgals1",FALSE,FALSE,TRUE
"Lipg",FALSE,FALSE,TRUE
"Lmcd1",FALSE,FALSE,TRUE
"Lmo4",FALSE,FALSE,TRUE
"Lmod3",FALSE,FALSE,TRUE
"Lrrc75a",FALSE,FALSE,TRUE
"Ly6e",FALSE,FALSE,TRUE
"Mansc1",FALSE,FALSE,TRUE
"Map3k5",FALSE,FALSE,TRUE
"Marcksl1",FALSE,FALSE,TRUE
"Mas1",FALSE,FALSE,TRUE
"Mfsd4a",FALSE,FALSE,TRUE
"Mst1r",FALSE,FALSE,TRUE
"Mtfp1",FALSE,FALSE,TRUE
"Myadm",FALSE,FALSE,TRUE
"Mybpc3",FALSE,FALSE,TRUE
"Mycn",FALSE,FALSE,TRUE
"Myh2",FALSE,FALSE,TRUE
"Myh3",FALSE,FALSE,TRUE
"Myh4",FALSE,FALSE,TRUE
"Myh8",FALSE,FALSE,TRUE
"Myhas",FALSE,FALSE,TRUE
"Myrip",FALSE,FALSE,TRUE
"Ncald",FALSE,FALSE,TRUE
"Ndrg3",FALSE,FALSE,TRUE
"Nell2",FALSE,FALSE,TRUE
"Net1",FALSE,FALSE,TRUE
"Neurod2",FALSE,FALSE,TRUE
"Neurod6",FALSE,FALSE,TRUE
"Nfib",FALSE,FALSE,TRUE
"Nfil3",FALSE,FALSE,TRUE
"Nhlh1",FALSE,FALSE,TRUE
"Nlk",FALSE,FALSE,TRUE
"Npas4",FALSE,FALSE,TRUE
"Nptx1",FALSE,FALSE,TRUE
"Nptx2",FALSE,FALSE,TRUE
"Nptxr",FALSE,FALSE,TRUE
"Nr4a2",FALSE,FALSE,TRUE
"Nrcam",FALSE,FALSE,TRUE
"Nrg3",FALSE,FALSE,TRUE
"Nrk",FALSE,FALSE,TRUE
"Ntf3",FALSE,FALSE,TRUE
"Ntm",FALSE,FALSE,TRUE
"Ntng2",FALSE,FALSE,TRUE
"Ntsr1",FALSE,FALSE,TRUE
"Nuak1",FALSE,FALSE,TRUE
"Nxph3",FALSE,FALSE,TRUE
"Olfm1",FALSE,FALSE,TRUE
"Olfm2",FALSE,FALSE,TRUE
"Opcml",FALSE,FALSE,TRUE
"Opn3",FALSE,FALSE,TRUE
"Osbp2",FALSE,FALSE,TRUE
"Osbpl10",FALSE,FALSE,TRUE
"Osr1",FALSE,FALSE,TRUE
"Otud1",FALSE,FALSE,TRUE
"Ovol2",FALSE,FALSE,TRUE
"Padi6",FALSE,FALSE,TRUE
"Pak1",FALSE,FALSE,TRUE
"Pak7",FALSE,FALSE,TRUE
"Pcdha11",FALSE,FALSE,TRUE
"Pcdha12",FALSE,FALSE,TRUE
"Pcdhac1",FALSE,FALSE,TRUE
"Pde1a",FALSE,FALSE,TRUE
"Pde5a",FALSE,FALSE,TRUE
"Phf21b",FALSE,FALSE,TRUE
"Pik3cd",FALSE,FALSE,TRUE
"Pik3r2",FALSE,FALSE,TRUE
"Pip4k2c",FALSE,FALSE,TRUE
"Pknox2",FALSE,FALSE,TRUE
"Plekhg5",FALSE,FALSE,TRUE
"Plekho1",FALSE,FALSE,TRUE
"Poc1a",FALSE,FALSE,TRUE
"Ppm1h",FALSE,FALSE,TRUE
"Ppp1r17",FALSE,FALSE,TRUE
"Prdm8",FALSE,FALSE,TRUE
"Prickle1",FALSE,FALSE,TRUE
"Prkcg",FALSE,FALSE,TRUE
"Prr36",FALSE,FALSE,TRUE
"Prss12",FALSE,FALSE,TRUE
"Prss16",FALSE,FALSE,TRUE
"Ptprk",FALSE,FALSE,TRUE
"Rab3d",FALSE,FALSE,TRUE
"Rai14",FALSE,FALSE,TRUE
"Rara",FALSE,FALSE,TRUE
"Rasal1",FALSE,FALSE,TRUE
"Rasl10a",FALSE,FALSE,TRUE
"Rbfaos",FALSE,FALSE,TRUE
"Rell1",FALSE,FALSE,TRUE
"Rgs9bp",FALSE,FALSE,TRUE
"Rhou",FALSE,FALSE,TRUE
"Rlbp1",FALSE,FALSE,TRUE
"Rnd1",FALSE,FALSE,TRUE
"Rprm",FALSE,FALSE,TRUE
"Rprml",FALSE,FALSE,TRUE
"Rspo2",FALSE,FALSE,TRUE
"Rspo3",FALSE,FALSE,TRUE
"Rtn4rl2",FALSE,FALSE,TRUE
"Scara3",FALSE,FALSE,TRUE
"Scn1b",FALSE,FALSE,TRUE
"Sebox",FALSE,FALSE,TRUE
"Sel1l3",FALSE,FALSE,TRUE
"Sema7a",FALSE,FALSE,TRUE
"Septin5",FALSE,FALSE,TRUE
"Septin6",FALSE,FALSE,TRUE
"Septin8",FALSE,FALSE,TRUE
"Septin9",FALSE,FALSE,TRUE
"Sertad1",FALSE,FALSE,TRUE
"Sestd1",FALSE,FALSE,TRUE
"Sh3gl2",FALSE,FALSE,TRUE
"Sla",FALSE,FALSE,TRUE
"Slc16a7",FALSE,FALSE,TRUE
"Slc17a7",FALSE,FALSE,TRUE
"Slc24a2",FALSE,FALSE,TRUE
"Slc2a6",FALSE,FALSE,TRUE
"Slc30a3",FALSE,FALSE,TRUE
"Slc6a17",FALSE,FALSE,TRUE
"Slc7a8",FALSE,FALSE,TRUE
"Slc8a2",FALSE,FALSE,TRUE
"Smoc2",FALSE,FALSE,TRUE
"Snca",FALSE,FALSE,TRUE
"Sncb",FALSE,FALSE,TRUE
"Sobp",FALSE,FALSE,TRUE
"Socs3",FALSE,FALSE,TRUE
"Sort1",FALSE,FALSE,TRUE
"Sox5",FALSE,FALSE,TRUE
"Sphkap",FALSE,FALSE,TRUE
"Sprn",FALSE,FALSE,TRUE
"Srd5a1",FALSE,FALSE,TRUE
"Sstr2",FALSE,FALSE,TRUE
"Sstr3",FALSE,FALSE,TRUE
"St8sia5",FALSE,FALSE,TRUE
"Stard8",FALSE,FALSE,TRUE
"Stat4",FALSE,FALSE,TRUE
"Stk17b",FALSE,FALSE,TRUE
"Stmn4",FALSE,FALSE,TRUE
"Susd5",FALSE,FALSE,TRUE
"Sv2b",FALSE,FALSE,TRUE
"Sycp1",FALSE,FALSE,TRUE
"Syn1",FALSE,FALSE,TRUE
"Syngr1",FALSE,FALSE,TRUE
"Synj2",FALSE,FALSE,TRUE
"Syt1",FALSE,FALSE,TRUE
"Tbata",FALSE,FALSE,TRUE
"Tbr1",FALSE,FALSE,TRUE
"Tcap",FALSE,FALSE,TRUE
"Tcf19",FALSE,FALSE,TRUE
"Tcf4",FALSE,FALSE,TRUE
"Thrb",FALSE,FALSE,TRUE
"Tle3",FALSE,FALSE,TRUE
"Tmem121b",FALSE,FALSE,TRUE
"Tmem132a",FALSE,FALSE,TRUE
"Tmem132d",FALSE,FALSE,TRUE
"Tmem151a",FALSE,FALSE,TRUE
"Tmem178",FALSE,FALSE,TRUE
"Tmem198",FALSE,FALSE,TRUE
"Tmem200a",FALSE,FALSE,TRUE
"Tmem200c",FALSE,FALSE,TRUE
"Tmem74",FALSE,FALSE,TRUE
"Tnfaip8l1",FALSE,FALSE,TRUE
"Tnfrsf11a",FALSE,FALSE,TRUE
"Trib1",FALSE,FALSE,TRUE
"Trip10",FALSE,FALSE,TRUE
"Trpa1",FALSE,FALSE,TRUE
"Tspan11",FALSE,FALSE,TRUE
"Tspan14",FALSE,FALSE,TRUE
"Tuba8",FALSE,FALSE,TRUE
"Ube2ql1",FALSE,FALSE,TRUE
"Vasn",FALSE,FALSE,TRUE
"Vegfd",FALSE,FALSE,TRUE
"Vip",FALSE,FALSE,TRUE
"Vopp1",FALSE,FALSE,TRUE
"Vsnl1",FALSE,FALSE,TRUE
"Vxn",FALSE,FALSE,TRUE
"Wnt4",FALSE,FALSE,TRUE
"Wnt9a",FALSE,FALSE,TRUE
"Yjefn3",FALSE,FALSE,TRUE
"Zbtb46",FALSE,FALSE,TRUE
"Zfp385c",FALSE,FALSE,TRUE
"Zfp648",FALSE,FALSE,TRUE
"Zfp703",FALSE,FALSE,TRUE
